Locus_Tag_Gene,Locus_Tag,Product
NLN62_RS09640,NLN62_RS09640_412000_412369,hypothetical protein
NLN62_RS09645,NLN62_RS09645_412480_412669,IS701 family transposase
NLN62_RS09650,NLN62_RS09650_412718_413993,IS256 family transposase
NLN62_RS09655,NLN62_RS09655_414088_415222,IS701 family transposase
NLN62_RS09660,NLN62_RS09660_415329_415675,hypothetical protein
NLN62_RS09665,NLN62_RS09665_415674_415941,transposase
NLN62_RS09670,NLN62_RS09670_416415_416847,hypothetical protein
NLN62_RS09675,NLN62_RS09675_417529_417706,hypothetical protein
NLN62_RS09680,NLN62_RS09680_418042_418912,ABC transporter substrate-binding protein
NLN62_RS09685,NLN62_RS09685_419313_419523,hypothetical protein
NLN62_RS09690,NLN62_RS09690_419724_419925,hypothetical protein
NLN62_RS09695,NLN62_RS09695_419924_420128,hypothetical protein
NLN62_RS09700,NLN62_RS09700_420306_421371,IS630 family transposase
NLN62_RS09705,NLN62_RS09705_421445_421778,transposase
NLN62_RS09710,NLN62_RS09710_421781_422558,IS630 family transposase
NLN62_RS09715,NLN62_RS09715_423967_424639,hypothetical protein
NLN62_RS09720,NLN62_RS09720_424640_425201,hypothetical protein
NLN62_RS09725,NLN62_RS09725_425719_426955,IS701 family transposase
NLN62_RS09730,NLN62_RS09730_427406_427550,hypothetical protein
NLN62_RS09735,NLN62_RS09735_427539_427872,hypothetical protein
NLN62_RS09740,NLN62_RS09740_427909_428431,hypothetical protein
NLN62_RS09745,NLN62_RS09745_428427_428658,hypothetical protein
NLN62_RS09750,NLN62_RS09750_429619_430561,M35 family metallo-endopeptidase
NLN62_RS09755,NLN62_RS09755_430729_430975,hypothetical protein
NLN62_RS09760,NLN62_RS09760_431165_433103,hypothetical protein
NLN62_RS09765,NLN62_RS09765_433216_433324,IS630 family transposase
NLN62_RS09770,NLN62_RS09770_433545_433890,hypothetical protein
NLN62_RS09775,NLN62_RS09775_434047_434287,hypothetical protein
NLN62_RS09780,NLN62_RS09780_434692_435169,hypothetical protein
NLN62_RS09785,NLN62_RS09785_435365_435572,hypothetical protein
NLN62_RS09790,NLN62_RS09790_435584_435860,hypothetical protein
NLN62_RS09795,NLN62_RS09795_436137_436293,hypothetical protein
NLN62_RS09800,NLN62_RS09800_436289_437938,PAS domain-containing protein
NLN62_RS09805,NLN62_RS09805_438422_439043,hypothetical protein
NLN62_RS09810,NLN62_RS09810_439251_440490,Fic family protein
NLN62_RS09815,NLN62_RS09815_440584_441394,IS5 family transposase
NLN62_RS09820,NLN62_RS09820_441438_441534,antirestriction protein
NLN62_RS09825,NLN62_RS09825_442001_442358,6-carboxytetrahydropterin synthase QueD
NLN62_RS09830,NLN62_RS09830_442452_443766,LLM class flavin-dependent oxidoreductase
NLN62_RS09835,NLN62_RS09835_444391_445378,pectinesterase family protein
NLN62_RS09840,NLN62_RS09840_445622_446870,glycosyl hydrolase family 28 protein
NLN62_RS09845,NLN62_RS09845_447209_449036,glutamine--fructose-6-phosphate transaminase (isomerizing)
NLN62_RS09850,NLN62_RS09850_450300_450777,hypothetical protein
NLN62_RS09855,NLN62_RS09855_451181_452351,hypothetical protein
NLN62_RS09860,NLN62_RS09860_453358_458947,AAA family ATPase
NLN62_RS09865,NLN62_RS09865_459605_460717,acyltransferase family protein
NLN62_RS09870,NLN62_RS09870_461343_461997,hypothetical protein
NLN62_RS09875,NLN62_RS09875_462395_462788,hypothetical protein
NLN62_RS09880,NLN62_RS09880_463353_463512,hypothetical protein
NLN62_RS09885,NLN62_RS09885_464447_465938,ATP-grasp domain-containing protein
NLN62_RS09890,NLN62_RS09890_465939_466443,hypothetical protein
NLN62_RS09895,NLN62_RS09895_466444_468052,methylcrotonoyl-CoA carboxylase
NLN62_RS09900,NLN62_RS09900_468300_468489,hypothetical protein
NLN62_RS09905,NLN62_RS09905_468921_469671,hypothetical protein
NLN62_RS09910,NLN62_RS09910_469685_470366,hypothetical protein
NLN62_RS09915,NLN62_RS09915_470671_472207,AMP-binding protein
NLN62_RS09920,NLN62_RS09920_474185_475094,LysR family transcriptional regulator
NLN62_RS09925,NLN62_RS09925_475435_476032,VOC family protein
NLN62_RS09930,NLN62_RS09930_476822_478634,nif-specific transcriptional activator NifA
NLN62_RS09935,NLN62_RS09935_479153_479333,hypothetical protein
NLN62_RS09940,NLN62_RS09940_480274_481246,nodulation protein NodZ
NLN62_RS09945,NLN62_RS09945_481455_482760,IS701 family transposase
NLN62_RS09950,NLN62_RS09950_482901_484950,carbamoyltransferase
NLN62_RS09955,NLN62_RS09955_485039_485828,ABC transporter permease
NLN62_RS09960,NLN62_RS09960_485827_486742,nodulation factor ABC transporter ATP-binding protein NodI
NLN62_RS09965,NLN62_RS09965_486751_488458,nodulation protein NodU
NLN62_RS09970,NLN62_RS09970_488483_489095,methyltransferase domain-containing protein
NLN62_RS09975,NLN62_RS09975_489109_490423,chitooligosaccharide synthase NodC
NLN62_RS09980,NLN62_RS09980_490438_491098,chitooligosaccharide deacetylase NodB
NLN62_RS09985,NLN62_RS09985_491094_491688,NodA family N-acyltransferase
NLN62_RS09990,NLN62_RS09990_492620_493610,LysR family transcriptional regulator
NLN62_RS09995,NLN62_RS09995_493928_495038,ABC transporter substrate-binding protein
NLN62_RS10000,NLN62_RS10000_495171_495630,MerR family transcriptional regulator
NLN62_RS10005,NLN62_RS10005_495861_496080,hypothetical protein
NLN62_RS10010,NLN62_RS10010_496993_497893,LysR substrate-binding domain-containing protein
NLN62_RS10015,NLN62_RS10015_497997_499734,ubiquinone-dependent pyruvate dehydrogenase
NLN62_RS10020,NLN62_RS10020_499880_501122,cystathionine beta-lyase
NLN62_RS10025,NLN62_RS10025_502074_503166,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLN62_RS10030,NLN62_RS10030_503209_504244,LLM class flavin-dependent oxidoreductase
NLN62_RS10035,NLN62_RS10035_504815_506021,XRE family transcriptional regulator
NLN62_RS10040,NLN62_RS10040_506032_506725,hypothetical protein
NLN62_RS10045,NLN62_RS10045_507047_507228,type II toxin-antitoxin system HicA family toxin
NLN62_RS10050,NLN62_RS10050_507274_507667,type II toxin-antitoxin system HicB family antitoxin
NLN62_RS10055,NLN62_RS10055_508004_508154,hypothetical protein
NLN62_RS10060,NLN62_RS10060_508225_508579,helix-turn-helix domain-containing protein
NLN62_RS10065,NLN62_RS10065_508508_508760,type II toxin-antitoxin system RelE/ParE family toxin
NLN62_RS10070,NLN62_RS10070_508737_508893,type II toxin-antitoxin system RelE/ParE family toxin
NLN62_RS10075,NLN62_RS10075_509213_509576,PAS domain-containing protein
NLN62_RS10080,NLN62_RS10080_510087_510588,flavin reductase
NLN62_RS10085,NLN62_RS10085_511401_512229,indole-3-glycerol phosphate synthase TrpC
NLN62_RS10090,NLN62_RS10090_512234_513251,anthranilate phosphoribosyltransferase
NLN62_RS10095,NLN62_RS10095_515772_516123,H-NS histone family protein
NLN62_RS10100,NLN62_RS10100_516447_517101,FkbM family methyltransferase
NLN62_RS10105,NLN62_RS10105_517391_517787,response regulator
NLN62_RS10110,NLN62_RS10110_520736_521984,C4-dicarboxylate transporter DctA
NLN62_RS10115,NLN62_RS10115_522032_522887,electron transfer flavoprotein subunit beta/FixA family protein
NLN62_RS10120,NLN62_RS10120_525003_525948,dihydrodipicolinate synthase family protein
NLN62_RS10125,NLN62_RS10125_526359_526608,hypothetical protein
NLN62_RS10130,NLN62_RS10130_526635_526836,hypothetical protein
NLN62_RS10135,NLN62_RS10135_527774_528859,"GDP-mannose 4,6-dehydratase"
NLN62_RS10140,NLN62_RS10140_528860_529562,NAD-dependent epimerase/dehydratase family protein
NLN62_RS10145,NLN62_RS10145_529602_529871,"GDP-mannose 4,6-dehydratase"
NLN62_RS10150,NLN62_RS10150_529963_530740,DUF4239 domain-containing protein
NLN62_RS10155,NLN62_RS10155_530938_531046,IS110 family transposase
NLN62_RS10160,NLN62_RS10160_531397_532129,4'-phosphopantetheinyl transferase superfamily protein
NLN62_RS10165,NLN62_RS10165_532774_534202,MATE family efflux transporter
NLN62_RS10170,NLN62_RS10170_534198_540660,amino acid adenylation domain-containing protein
NLN62_RS10175,NLN62_RS10175_541034_541586,hypothetical protein
NLN62_RS10180,NLN62_RS10180_542415_542649,hypothetical protein
NLN62_RS10185,NLN62_RS10185_542783_543176,adenosylmethionine decarboxylase
NLN62_RS10190,NLN62_RS10190_543464_543989,MarR family transcriptional regulator
NLN62_RS10195,NLN62_RS10195_544673_544877,cold shock domain-containing protein
NLN62_RS10200,NLN62_RS10200_545176_545545,acyl-CoA dehydrogenase family protein
NLN62_RS10205,NLN62_RS10205_545700_546717,IS1595 family transposase
NLN62_RS10210,NLN62_RS10210_546727_547495,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLN62_RS10215,NLN62_RS10215_547796_548993,acyl-CoA dehydrogenase family protein
NLN62_RS10220,NLN62_RS10220_549021_549810,ATP-binding cassette domain-containing protein
NLN62_RS10225,NLN62_RS10225_549882_551214,ABC transporter substrate-binding protein
NLN62_RS10230,NLN62_RS10230_551237_552284,branched-chain amino acid ABC transporter permease
NLN62_RS10235,NLN62_RS10235_552287_553178,branched-chain amino acid ABC transporter permease
NLN62_RS10240,NLN62_RS10240_553177_554110,ATP-binding cassette domain-containing protein
NLN62_RS10245,NLN62_RS10245_554121_555228,dimethyl sulfone monooxygenase SfnG
NLN62_RS10250,NLN62_RS10250_556878_558849,AAA family ATPase
NLN62_RS10255,NLN62_RS10255_559151_559718,DUF5131 family protein
NLN62_RS10260,NLN62_RS10260_559909_560242,helix-turn-helix domain-containing protein
NLN62_RS10265,NLN62_RS10265_560228_560405,type II toxin-antitoxin system HipA family toxin
NLN62_RS10270,NLN62_RS10270_560908_561970,alpha/beta fold hydrolase
NLN62_RS10275,NLN62_RS10275_561972_563547,bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
NLN62_RS10280,NLN62_RS10280_563644_564553,LysR family transcriptional regulator
NLN62_RS10285,NLN62_RS10285_565447_568492,efflux RND transporter permease subunit
NLN62_RS10290,NLN62_RS10290_568521_569637,efflux RND transporter periplasmic adaptor subunit
NLN62_RS10295,NLN62_RS10295_569633_571127,efflux transporter outer membrane subunit
NLN62_RS10300,NLN62_RS10300_571623_572235,TetR family transcriptional regulator
NLN62_RS10305,NLN62_RS10305_572751_573561,IS5 family transposase
NLN62_RS10310,NLN62_RS10310_573806_574511,lytic polysaccharide monooxygenase
NLN62_RS10315,NLN62_RS10315_575406_576444,c-type cytochrome
NLN62_RS10320,NLN62_RS10320_576692_576854,hypothetical protein
NLN62_RS10325,NLN62_RS10325_577381_577585,hypothetical protein
NLN62_RS10330,NLN62_RS10330_578078_579014,S1/P1 nuclease
NLN62_RS10335,NLN62_RS10335_580832_581687,pantoate--beta-alanine ligase
NLN62_RS10340,NLN62_RS10340_581701_582574,3-methyl-2-oxobutanoate hydroxymethyltransferase
NLN62_RS10345,NLN62_RS10345_582967_584113,hypothetical protein
NLN62_RS10350,NLN62_RS10350_584122_585640,SNF2-related protein
NLN62_RS10355,NLN62_RS10355_585616_586429,hypothetical protein
NLN62_RS10360,NLN62_RS10360_587510_587816,hypothetical protein
NLN62_RS10365,NLN62_RS10365_587880_588813,methyl-accepting chemotaxis protein
NLN62_RS10370,NLN62_RS10370_588826_589954,hypothetical protein
NLN62_RS10375,NLN62_RS10375_590607_590790,hypothetical protein
NLN62_RS10380,NLN62_RS10380_591622_591775,hypothetical protein
NLN62_RS10385,NLN62_RS10385_591776_592145,hypothetical protein
NLN62_RS10390,NLN62_RS10390_592434_592656,hypothetical protein
NLN62_RS10395,NLN62_RS10395_592748_593135,hypothetical protein
NLN62_RS10400,NLN62_RS10400_593149_593530,hypothetical protein
NLN62_RS10405,NLN62_RS10405_593953_594823,hypothetical protein
NLN62_RS10410,NLN62_RS10410_594834_595803,hypothetical protein
NLN62_RS10415,NLN62_RS10415_596231_596420,recombinase family protein
NLN62_RS10420,NLN62_RS10420_596946_598560,hypothetical protein
NLN62_RS10425,NLN62_RS10425_598942_599887,HTH domain-containing protein
NLN62_RS10430,NLN62_RS10430_601544_602373,DNA-protecting protein DprA
NLN62_RS10435,NLN62_RS10435_602665_602854,hypothetical protein
NLN62_RS10440,NLN62_RS10440_602980_603220,DUF1810 domain-containing protein
NLN62_RS10445,NLN62_RS10445_603144_603534,hypothetical protein
NLN62_RS10450,NLN62_RS10450_604151_605714,ISL3 family transposase
NLN62_RS10455,NLN62_RS10455_606241_607825,Fic family protein
NLN62_RS10460,NLN62_RS10460_608117_608414,hypothetical protein
NLN62_RS10465,NLN62_RS10465_608570_608783,IS5/IS1182 family transposase
NLN62_RS10470,NLN62_RS10470_609177_610461,adenosylmethionine--8-amino-7-oxononanoate transaminase
NLN62_RS10475,NLN62_RS10475_610447_611092,dethiobiotin synthase
NLN62_RS10480,NLN62_RS10480_611088_612243,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLN62_RS10485,NLN62_RS10485_612323_612677,aspartate 1-decarboxylase
NLN62_RS10490,NLN62_RS10490_612723_613719,biotin synthase BioB
NLN62_RS10495,NLN62_RS10495_613832_614465,FCD domain-containing protein
NLN62_RS10500,NLN62_RS10500_614622_614958,Dabb family protein
NLN62_RS10505,NLN62_RS10505_615068_616463,aminodeoxychorismate synthase component I
NLN62_RS10510,NLN62_RS10510_616459_617044,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
NLN62_RS10515,NLN62_RS10515_617944_618775,SidA/IucD/PvdA family monooxygenase
NLN62_RS10520,NLN62_RS10520_618795_620019,MFS transporter
NLN62_RS10525,NLN62_RS10525_620040_620820,phytanoyl-CoA dioxygenase family protein
NLN62_RS10530,NLN62_RS10530_620844_621174,cupin domain-containing protein
NLN62_RS10535,NLN62_RS10535_621175_622765,class I tRNA ligase family protein
NLN62_RS10540,NLN62_RS10540_622757_623954,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLN62_RS10545,NLN62_RS10545_624246_624693,transposase
NLN62_RS10550,NLN62_RS10550_624854_625076,hypothetical protein
NLN62_RS10555,NLN62_RS10555_625072_625852,IS21-like element helper ATPase IstB
NLN62_RS10560,NLN62_RS10560_625841_627380,IS21 family transposase
NLN62_RS10565,NLN62_RS10565_628028_628481,IS66 family insertion sequence element accessory protein TnpB
NLN62_RS10570,NLN62_RS10570_628608_630180,IS66 family transposase
NLN62_RS10575,NLN62_RS10575_631328_633425,prolyl oligopeptidase family serine peptidase
NLN62_RS10580,NLN62_RS10580_634707_635487,isoprenylcysteine carboxylmethyltransferase family protein
NLN62_RS10585,NLN62_RS10585_635849_636110,hypothetical protein
NLN62_RS10590,NLN62_RS10590_636151_636898,outer membrane beta-barrel protein
NLN62_RS10595,NLN62_RS10595_637455_638220,autoinducer binding domain-containing protein
NLN62_RS10600,NLN62_RS10600_638712_638958,hypothetical protein
NLN62_RS10605,NLN62_RS10605_639615_640478,isocitrate lyase/phosphoenolpyruvate mutase family protein
NLN62_RS10610,NLN62_RS10610_640804_641992,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLN62_RS10615,NLN62_RS10615_642219_642783,IS110 family transposase
NLN62_RS10620,NLN62_RS10620_642823_643990,amidohydrolase
NLN62_RS10625,NLN62_RS10625_644545_645382,IS66 family transposase
NLN62_RS10630,NLN62_RS10630_646084_647080,RimK family alpha-L-glutamate ligase
NLN62_RS10635,NLN62_RS10635_647902_648187,hypothetical protein
NLN62_RS10640,NLN62_RS10640_648294_649599,IS701 family transposase
NLN62_RS10645,NLN62_RS10645_650010_650366,ATP-binding protein
NLN62_RS52940,NLN62_RS52940_650957_652190,C48 family peptidase
NLN62_RS10655,NLN62_RS10655_652446_652794,IS66 family insertion sequence element accessory protein TnpB
NLN62_RS52945,NLN62_RS52945_652790_653213,transposase
NLN62_RS10665,NLN62_RS10665_653627_655112,radical SAM protein
NLN62_RS10670,NLN62_RS10670_657261_665007,Ulp1 family isopeptidase
NLN62_RS10675,NLN62_RS10675_667956_668646,response regulator
NLN62_RS10680,NLN62_RS10680_668680_670141,pilus assembly protein N-terminal domain-containing protein
NLN62_RS10685,NLN62_RS10685_670151_670814,CpaD family pilus assembly lipoprotein
NLN62_RS10690,NLN62_RS10690_670859_671897,EscU/YscU/HrcU family type III secretion system export apparatus switch protein
NLN62_RS10695,NLN62_RS10695_671893_672715,type III secretion system export apparatus subunit SctT
NLN62_RS10700,NLN62_RS10700_673342_674103,hypothetical protein
NLN62_RS10705,NLN62_RS10705_674914_675672,IS5 family transposase
NLN62_RS10710,NLN62_RS10710_675742_676018,EscS/YscS/HrcS family type III secretion system export apparatus protein
NLN62_RS10715,NLN62_RS10715_676020_676686,type III secretion system export apparatus subunit SctR
NLN62_RS10720,NLN62_RS10720_676678_677800,type III secretion system cytoplasmic ring protein SctQ
NLN62_RS10725,NLN62_RS10725_677799_678333,hypothetical protein
NLN62_RS10730,NLN62_RS10730_678308_679619,type III secretion system ATPase SctN
NLN62_RS10735,NLN62_RS10735_679663_680287,type III secretion system stator protein SctL
NLN62_RS10740,NLN62_RS10740_680283_680916,nodulation protein NolU
NLN62_RS10745,NLN62_RS10745_680929_681799,type III secretion inner membrane ring lipoprotein SctJ
NLN62_RS10750,NLN62_RS10750_681808_682306,nodulation protein NolB
NLN62_RS10755,NLN62_RS10755_682511_683207,nodulation protein NolW
NLN62_RS10760,NLN62_RS10760_684141_685131,Effector protein NopP
NLN62_RS10765,NLN62_RS10765_685593_687981,hypothetical protein
NLN62_RS10770,NLN62_RS10770_688191_688830,hypothetical protein
NLN62_RS10775,NLN62_RS10775_688958_689180,hypothetical protein
NLN62_RS10780,NLN62_RS10780_689176_689956,IS21-like element helper ATPase IstB
NLN62_RS10785,NLN62_RS10785_689945_691484,IS21 family transposase
NLN62_RS10790,NLN62_RS10790_692785_693088,prolyl oligopeptidase family serine peptidase
NLN62_RS10795,NLN62_RS10795_693517_695077,peptidase S10
NLN62_RS10800,NLN62_RS10800_696218_696971,glycosyl hydrolase
NLN62_RS10805,NLN62_RS10805_698194_698347,transposase
NLN62_RS10810,NLN62_RS10810_698455_700060,IS66 family transposase
NLN62_RS10815,NLN62_RS10815_700132_700486,IS66 family insertion sequence element accessory protein TnpB
NLN62_RS10820,NLN62_RS10820_700482_700884,transposase
NLN62_RS10825,NLN62_RS10825_701846_703967,type III secretion system export apparatus subunit SctV
NLN62_RS10830,NLN62_RS10830_703947_704391,histidine kinase
NLN62_RS10835,NLN62_RS10835_704393_704933,hypothetical protein
NLN62_RS10840,NLN62_RS10840_704969_705863,hypothetical protein
NLN62_RS10845,NLN62_RS10845_705986_706145,hypothetical protein
NLN62_RS10850,NLN62_RS10850_706377_706563,hypothetical protein
NLN62_RS52950,NLN62_RS52950_706823_706955,hypothetical protein
NLN62_RS10855,NLN62_RS10855_707320_708988,HrpF/NolX family T3SS translocon protein
NLN62_RS10860,NLN62_RS10860_709167_711825,PAS domain S-box protein
NLN62_RS10865,NLN62_RS10865_712146_712305,helix-turn-helix domain-containing protein
NLN62_RS10870,NLN62_RS10870_712359_713595,IS701 family transposase
NLN62_RS10875,NLN62_RS10875_714294_714738,GNAT family N-acetyltransferase
NLN62_RS10880,NLN62_RS10880_715147_716005,host specificity protein
NLN62_RS10885,NLN62_RS10885_716570_717161,UPF0149 family protein
NLN62_RS10890,NLN62_RS10890_717190_718749,IS66 family transposase
NLN62_RS10895,NLN62_RS10895_718799_719153,IS66 family insertion sequence element accessory protein TnpB
NLN62_RS10900,NLN62_RS10900_719149_719599,transposase
NLN62_RS10905,NLN62_RS10905_719723_720623,IS1380 family transposase
NLN62_RS10910,NLN62_RS10910_720937_721597,hypothetical protein
NLN62_RS10915,NLN62_RS10915_721802_721904,transposase
NLN62_RS10920,NLN62_RS10920_722257_722500,segregation and condensation protein B
NLN62_RS10925,NLN62_RS10925_722633_723839,zinc metallochaperone GTPase ZigA
NLN62_RS10930,NLN62_RS10930_723781_724840,"murein L,D-transpeptidase catalytic domain family protein"
NLN62_RS10935,NLN62_RS10935_724957_725140,nickel transporter
NLN62_RS10940,NLN62_RS10940_725374_726348,ISNCY family transposase
NLN62_RS10945,NLN62_RS10945_726628_727627,tyrosine-type recombinase/integrase
NLN62_RS10950,NLN62_RS10950_727623_728559,tyrosine-type recombinase/integrase
NLN62_RS10955,NLN62_RS10955_728555_729791,tyrosine-type recombinase/integrase
NLN62_RS10960,NLN62_RS10960_730040_730346,hypothetical protein
NLN62_RS10965,NLN62_RS10965_730501_730822,hypothetical protein
NLN62_RS10970,NLN62_RS10970_731004_731271,hypothetical protein
NLN62_RS10975,NLN62_RS10975_731840_733070,Fic family protein
NLN62_RS10980,NLN62_RS10980_733087_733231,transposase domain-containing protein
NLN62_RS10985,NLN62_RS10985_733547_733709,hypothetical protein
NLN62_RS10990,NLN62_RS10990_733705_734104,hypothetical protein
NLN62_RS10995,NLN62_RS10995_734258_734606,transcriptional regulator
NLN62_RS11000,NLN62_RS11000_734609_734852,DUF6516 family protein
NLN62_RS11005,NLN62_RS11005_735230_735737,replicative DNA helicase
NLN62_RS11010,NLN62_RS11010_736227_736357,segregation and condensation protein B
NLN62_RS11015,NLN62_RS11015_736585_736879,hypothetical protein
NLN62_RS11020,NLN62_RS11020_737060_738287,ISAzo13 family transposase
NLN62_RS11025,NLN62_RS11025_738494_739409,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLN62_RS11030,NLN62_RS11030_739405_740143,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
NLN62_RS11035,NLN62_RS11035_740463_740724,DUF3892 domain-containing protein
NLN62_RS11040,NLN62_RS11040_741242_741371,IS256 family transposase
NLN62_RS11045,NLN62_RS11045_741404_741548,IS5/IS1182 family transposase
NLN62_RS11050,NLN62_RS11050_741605_744140,Ulp1 family isopeptidase
NLN62_RS11055,NLN62_RS11055_745201_746758,HrpF/NolX family T3SS translocon protein
NLN62_RS11060,NLN62_RS11060_747849_748095,TIGR02391 family protein
NLN62_RS11065,NLN62_RS11065_748715_749570,IS5 family transposase
NLN62_RS11070,NLN62_RS11070_749637_750681,IS110 family transposase
NLN62_RS11075,NLN62_RS11075_750970_751447,transposase
NLN62_RS11080,NLN62_RS11080_751854_751983,transposase
NLN62_RS11085,NLN62_RS11085_752399_754220,trehalose-6-phosphate synthase
NLN62_RS11090,NLN62_RS11090_754627_755398,IS630 family transposase
NLN62_RS11095,NLN62_RS11095_755394_755673,transposase
NLN62_RS11100,NLN62_RS11100_756042_756438,transposase
NLN62_RS11105,NLN62_RS11105_757026_757671,YopT-type cysteine protease domain-containing protein
NLN62_RS11110,NLN62_RS11110_759064_759931,radical SAM protein
NLN62_RS11115,NLN62_RS11115_760200_760695,hypothetical protein
NLN62_RS11120,NLN62_RS11120_761238_762753,GMC oxidoreductase
NLN62_RS11125,NLN62_RS11125_762779_764090,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
NLN62_RS11130,NLN62_RS11130_764119_765061,sulfotransferase
NLN62_RS11135,NLN62_RS11135_765057_766305,MFS transporter
NLN62_RS11140,NLN62_RS11140_766333_767701,condensation domain-containing protein
NLN62_RS11145,NLN62_RS11145_768114_768624,hypothetical protein
NLN62_RS11150,NLN62_RS11150_769219_769867,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
NLN62_RS11155,NLN62_RS11155_769859_770732,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLN62_RS11160,NLN62_RS11160_770738_771521,hypothetical protein
NLN62_RS11165,NLN62_RS11165_772106_773708,glycosyl hydrolase family 18 protein
NLN62_RS11170,NLN62_RS11170_774394_774712,hypothetical protein
NLN62_RS11175,NLN62_RS11175_775765_777139,insulinase family protein
NLN62_RS11180,NLN62_RS11180_777135_778428,insulinase family protein
NLN62_RS11185,NLN62_RS11185_779591_780827,IS701 family transposase
NLN62_RS11190,NLN62_RS11190_780789_782667,outer membrane beta-barrel protein
NLN62_RS11195,NLN62_RS11195_783298_783549,BrnT family toxin
NLN62_RS11200,NLN62_RS11200_783529_783811,BrnA antitoxin family protein
NLN62_RS11205,NLN62_RS11205_784600_784848,hypothetical protein
NLN62_RS11210,NLN62_RS11210_785087_786206,metallophosphoesterase
NLN62_RS11215,NLN62_RS11215_786205_788842,AAA family ATPase
NLN62_RS11220,NLN62_RS11220_788904_789954,SIR2 family protein
NLN62_RS11225,NLN62_RS11225_789950_790628,DUF87 domain-containing protein
NLN62_RS11230,NLN62_RS11230_790954_791689,DUF853 family protein
NLN62_RS11235,NLN62_RS11235_792225_798150,DUF3320 domain-containing protein
NLN62_RS11240,NLN62_RS11240_799742_800690,S1/P1 nuclease
NLN62_RS11245,NLN62_RS11245_800738_801281,hypothetical protein
NLN62_RS11250,NLN62_RS11250_802983_804054,Gfo/Idh/MocA family oxidoreductase
NLN62_RS11255,NLN62_RS11255_804623_804896,hypothetical protein
NLN62_RS11260,NLN62_RS11260_805066_808222,DUF2169 domain-containing protein
NLN62_RS52955,NLN62_RS52955_808211_809288,pentapeptide repeat-containing protein
NLN62_RS11270,NLN62_RS11270_809291_809699,DUF4150 domain-containing protein
NLN62_RS11275,NLN62_RS11275_809730_810675,hypothetical protein
NLN62_RS11280,NLN62_RS11280_810692_811346,DUF3540 domain-containing protein
NLN62_RS11285,NLN62_RS11285_811546_812731,tetratricopeptide repeat protein
NLN62_RS11290,NLN62_RS11290_812733_813126,hypothetical protein
NLN62_RS11295,NLN62_RS11295_813260_813419,hypothetical protein
NLN62_RS11300,NLN62_RS11300_813740_815183,hypothetical protein
NLN62_RS11305,NLN62_RS11305_815789_816101,hypothetical protein
NLN62_RS11310,NLN62_RS11310_816302_816815,type VI secretion system tube protein Hcp
NLN62_RS11315,NLN62_RS11315_817004_817364,hypothetical protein
NLN62_RS11320,NLN62_RS11320_817386_818985,type VI secretion system tip protein VgrG
NLN62_RS11325,NLN62_RS11325_818981_819887,protein kinase
NLN62_RS11330,NLN62_RS11330_820188_823794,type VI secretion system membrane subunit TssM
NLN62_RS11335,NLN62_RS11335_823806_824688,type IVB secretion system protein IcmH/DotU
NLN62_RS11340,NLN62_RS11340_824680_826045,type VI secretion system baseplate subunit TssK
NLN62_RS11345,NLN62_RS11345_826106_826613,type VI secretion system lipoprotein TssJ
NLN62_RS11350,NLN62_RS11350_826609_828076,hypothetical protein
NLN62_RS11355,NLN62_RS11355_828999_829986,type VI secretion system baseplate subunit TssG
NLN62_RS11360,NLN62_RS11360_829949_831701,type VI secretion system baseplate subunit TssF
NLN62_RS11365,NLN62_RS11365_831705_832119,type VI secretion system baseplate subunit TssE
NLN62_RS11370,NLN62_RS11370_832135_833635,type VI secretion system contractile sheath large subunit
NLN62_RS11375,NLN62_RS11375_833640_834132,type VI secretion system contractile sheath small subunit
NLN62_RS11380,NLN62_RS11380_834166_835774,type VI secretion system protein TssA
NLN62_RS11385,NLN62_RS11385_836626_837484,phosphoenolpyruvate mutase
NLN62_RS11390,NLN62_RS11390_837917_838727,IS5 family transposase
NLN62_RS11395,NLN62_RS11395_838869_839097,DUF2274 domain-containing protein
NLN62_RS11400,NLN62_RS11400_839093_840196,conjugal transfer protein TraI
NLN62_RS11405,NLN62_RS11405_840186_840483,TrbG/VirB9 family P-type conjugative transfer protein
NLN62_RS11410,NLN62_RS11410_840554_841028,TrbG/VirB9 family P-type conjugative transfer protein
NLN62_RS11415,NLN62_RS11415_841264_841924,conjugal transfer protein TrbF
NLN62_RS11420,NLN62_RS11420_842246_843131,P-type conjugative transfer protein TrbL
NLN62_RS11425,NLN62_RS11425_843227_844505,type IV secretory system conjugative DNA transfer family protein
NLN62_RS11430,NLN62_RS11430_844597_845047,CopG family transcriptional regulator
