Locus_Tag_Gene,Locus_Tag,Product
NLM33_RS36305,NLM33_RS36305_405897_407454,HrpF/NolX family T3SS translocon protein
NLM33_RS36310,NLM33_RS36310_408515_411050,Ulp1 family isopeptidase
NLM33_RS36315,NLM33_RS36315_411107_411251,IS5/IS1182 family transposase
NLM33_RS36320,NLM33_RS36320_411284_411413,IS256 family transposase
NLM33_RS36325,NLM33_RS36325_411931_412207,DUF3892 domain-containing protein
NLM33_RS36330,NLM33_RS36330_412193_413660,IS4 family transposase
NLM33_RS36335,NLM33_RS36335_413807_413948,hypothetical protein
NLM33_RS36340,NLM33_RS36340_414100_414838,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
NLM33_RS36345,NLM33_RS36345_414834_415749,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM33_RS36350,NLM33_RS36350_415956_417183,ISAzo13 family transposase
NLM33_RS36355,NLM33_RS36355_417886_418016,segregation and condensation protein B
NLM33_RS36360,NLM33_RS36360_418507_419014,replicative DNA helicase
NLM33_RS36365,NLM33_RS36365_419392_419635,DUF6516 family protein
NLM33_RS36370,NLM33_RS36370_419638_419986,transcriptional regulator
NLM33_RS36375,NLM33_RS36375_420361_420538,hypothetical protein
NLM33_RS36380,NLM33_RS36380_420534_420696,hypothetical protein
NLM33_RS36385,NLM33_RS36385_420752_420947,hypothetical protein
NLM33_RS36390,NLM33_RS36390_421012_421156,transposase domain-containing protein
NLM33_RS36395,NLM33_RS36395_421173_422076,Fic family protein
NLM33_RS36400,NLM33_RS36400_422090_422933,IS5 family transposase
NLM33_RS36405,NLM33_RS36405_422969_423707,hypothetical protein
NLM33_RS36410,NLM33_RS36410_423908_424175,hypothetical protein
NLM33_RS36415,NLM33_RS36415_424315_424669,hypothetical protein
NLM33_RS36420,NLM33_RS36420_424833_425139,hypothetical protein
NLM33_RS36425,NLM33_RS36425_425392_426187,ISNCY family transposase
NLM33_RS36430,NLM33_RS36430_426421_426604,nickel transporter
NLM33_RS36435,NLM33_RS36435_426721_427780,"murein L,D-transpeptidase catalytic domain family protein"
NLM33_RS36440,NLM33_RS36440_427722_428928,zinc metallochaperone GTPase ZigA
NLM33_RS36445,NLM33_RS36445_429061_429304,segregation and condensation protein B
NLM33_RS36450,NLM33_RS36450_429654_429756,transposase
NLM33_RS36455,NLM33_RS36455_429961_430621,hypothetical protein
NLM33_RS36460,NLM33_RS36460_430935_431834,IS1380 family transposase
NLM33_RS36465,NLM33_RS36465_431946_432408,transposase
NLM33_RS36470,NLM33_RS36470_432404_432758,IS66 family insertion sequence element accessory protein TnpB
NLM33_RS36475,NLM33_RS36475_432808_434368,IS66 family transposase
NLM33_RS36480,NLM33_RS36480_434397_434988,UPF0149 family protein
NLM33_RS36485,NLM33_RS36485_435547_436405,host specificity protein
NLM33_RS36490,NLM33_RS36490_437127_437607,GNAT family N-acetyltransferase
NLM33_RS36495,NLM33_RS36495_438055_438451,helix-turn-helix domain-containing protein
NLM33_RS36500,NLM33_RS36500_438646_441304,PAS domain S-box protein
NLM33_RS36505,NLM33_RS36505_441483_443151,HrpF/NolX family T3SS translocon protein
NLM33_RS36510,NLM33_RS36510_443924_444110,hypothetical protein
NLM33_RS36515,NLM33_RS36515_444342_444501,hypothetical protein
NLM33_RS36520,NLM33_RS36520_444624_445518,hypothetical protein
NLM33_RS36525,NLM33_RS36525_445554_446094,hypothetical protein
NLM33_RS36530,NLM33_RS36530_446096_446540,histidine kinase
NLM33_RS36535,NLM33_RS36535_446520_448641,type III secretion system export apparatus subunit SctV
NLM33_RS36540,NLM33_RS36540_450634_451387,glycosyl hydrolase
NLM33_RS36545,NLM33_RS36545_452527_454087,peptidase S10
NLM33_RS36550,NLM33_RS36550_454519_454822,prolyl oligopeptidase family serine peptidase
NLM33_RS36555,NLM33_RS36555_454926_455499,prolyl oligopeptidase family serine peptidase
NLM33_RS36560,NLM33_RS36560_455556_456612,hypothetical protein
NLM33_RS36565,NLM33_RS36565_457389_457731,hypothetical protein
NLM33_RS36570,NLM33_RS36570_457942_458260,hypothetical protein
NLM33_RS36575,NLM33_RS36575_458765_461216,hypothetical protein
NLM33_RS36580,NLM33_RS36580_461681_462671,Effector protein NopP
NLM33_RS36585,NLM33_RS36585_463611_464307,nodulation protein NolW
NLM33_RS36590,NLM33_RS36590_464512_465010,nodulation protein NolB
NLM33_RS36595,NLM33_RS36595_465019_465889,type III secretion inner membrane ring lipoprotein SctJ
NLM33_RS36600,NLM33_RS36600_465902_466535,nodulation protein NolU
NLM33_RS36605,NLM33_RS36605_466531_467155,type III secretion system stator protein SctL
NLM33_RS36610,NLM33_RS36610_467199_468510,type III secretion system ATPase SctN
NLM33_RS36615,NLM33_RS36615_468485_469019,hypothetical protein
NLM33_RS36620,NLM33_RS36620_469018_470140,type III secretion system cytoplasmic ring protein SctQ
NLM33_RS36625,NLM33_RS36625_470132_470798,type III secretion system export apparatus subunit SctR
NLM33_RS36630,NLM33_RS36630_470800_471076,EscS/YscS/HrcS family type III secretion system export apparatus protein
NLM33_RS36635,NLM33_RS36635_471871_472632,hypothetical protein
NLM33_RS36640,NLM33_RS36640_473259_474081,type III secretion system export apparatus subunit SctT
NLM33_RS36645,NLM33_RS36645_474077_475115,EscU/YscU/HrcU family type III secretion system export apparatus switch protein
NLM33_RS36650,NLM33_RS36650_475160_475823,CpaD family pilus assembly lipoprotein
NLM33_RS36655,NLM33_RS36655_475833_477294,pilus assembly protein N-terminal domain-containing protein
NLM33_RS36660,NLM33_RS36660_477328_478018,response regulator
NLM33_RS36665,NLM33_RS36665_478592_479722,IS3 family transposase
NLM33_RS36670,NLM33_RS36670_482107_490087,Ulp1 family isopeptidase
NLM33_RS36675,NLM33_RS36675_491354_491609,hypothetical protein
NLM33_RS36680,NLM33_RS36680_492290_493775,radical SAM protein
NLM33_RS36685,NLM33_RS36685_493898_494030,DUF930 domain-containing protein
NLM33_RS36690,NLM33_RS36690_494514_495894,FAD/NAD(P)-binding protein
NLM33_RS36695,NLM33_RS36695_496748_497396,DUF938 domain-containing protein
NLM33_RS36700,NLM33_RS36700_497559_498039,helix-turn-helix domain-containing protein
NLM33_RS36705,NLM33_RS36705_498286_499168,methionine adenosyltransferase
NLM33_RS36710,NLM33_RS36710_499682_499960,isocitrate lyase/phosphoenolpyruvate mutase family protein
NLM33_RS36715,NLM33_RS36715_500532_500763,hypothetical protein
NLM33_RS36720,NLM33_RS36720_501254_502157,autoinducer binding domain-containing protein
NLM33_RS36725,NLM33_RS36725_502892_503639,outer membrane beta-barrel protein
NLM33_RS36730,NLM33_RS36730_504289_505069,isoprenylcysteine carboxylmethyltransferase family protein
NLM33_RS36735,NLM33_RS36735_506289_508350,prolyl oligopeptidase family serine peptidase
NLM33_RS36740,NLM33_RS36740_509642_510824,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM33_RS36745,NLM33_RS36745_510831_512421,class I tRNA ligase family protein
NLM33_RS36750,NLM33_RS36750_512422_512752,cupin domain-containing protein
NLM33_RS36755,NLM33_RS36755_512776_513556,phytanoyl-CoA dioxygenase family protein
NLM33_RS36760,NLM33_RS36760_513577_514825,MFS transporter
NLM33_RS36765,NLM33_RS36765_514821_516144,SidA/IucD/PvdA family monooxygenase
NLM33_RS36770,NLM33_RS36770_516546_517131,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
NLM33_RS36775,NLM33_RS36775_517127_518522,aminodeoxychorismate synthase component I
NLM33_RS36780,NLM33_RS36780_518632_518968,Dabb family protein
NLM33_RS36785,NLM33_RS36785_519124_519757,FCD domain-containing protein
NLM33_RS36790,NLM33_RS36790_519871_520867,biotin synthase BioB
NLM33_RS36795,NLM33_RS36795_520914_521268,aspartate 1-decarboxylase
NLM33_RS36800,NLM33_RS36800_521348_522503,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM33_RS36805,NLM33_RS36805_522499_523144,dethiobiotin synthase
NLM33_RS36810,NLM33_RS36810_523130_524414,adenosylmethionine--8-amino-7-oxononanoate transaminase
NLM33_RS36815,NLM33_RS36815_524801_525017,IS5/IS1182 family transposase
NLM33_RS36820,NLM33_RS36820_525173_525470,hypothetical protein
NLM33_RS36825,NLM33_RS36825_525762_527346,Fic family protein
NLM33_RS36830,NLM33_RS36830_527693_528083,hypothetical protein
NLM33_RS36835,NLM33_RS36835_528094_528463,hypothetical protein
NLM33_RS36840,NLM33_RS36840_528501_530082,Fic family protein
NLM33_RS36845,NLM33_RS36845_530536_530785,hypothetical protein
NLM33_RS36850,NLM33_RS36850_531124_531376,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM33_RS36855,NLM33_RS36855_531481_531811,hypothetical protein
NLM33_RS36860,NLM33_RS36860_531821_532838,IS1595 family transposase
NLM33_RS36865,NLM33_RS36865_532908_533112,hypothetical protein
NLM33_RS36870,NLM33_RS36870_533155_533323,hypothetical protein
NLM33_RS36875,NLM33_RS36875_533383_533887,Mov34/MPN/PAD-1 family protein
NLM33_RS36880,NLM33_RS36880_533847_535638,ThiF family adenylyltransferase
NLM33_RS36885,NLM33_RS36885_535630_536848,nucleotidyltransferase
NLM33_RS36890,NLM33_RS36890_536862_537936,SAVED domain-containing protein
NLM33_RS36895,NLM33_RS36895_538009_538426,DUF1810 domain-containing protein
NLM33_RS36900,NLM33_RS36900_538522_538711,hypothetical protein
NLM33_RS36905,NLM33_RS36905_538928_539849,DNA-processing protein DprA
NLM33_RS36910,NLM33_RS36910_539820_540477,hypothetical protein
NLM33_RS36915,NLM33_RS36915_541604_543680,methyl-accepting chemotaxis protein
NLM33_RS36920,NLM33_RS36920_543743_544049,hypothetical protein
NLM33_RS36925,NLM33_RS36925_545128_547432,SNF2-related protein
NLM33_RS36930,NLM33_RS36930_547441_548587,hypothetical protein
NLM33_RS36935,NLM33_RS36935_548979_549852,3-methyl-2-oxobutanoate hydroxymethyltransferase
NLM33_RS36940,NLM33_RS36940_549866_550715,pantoate--beta-alanine ligase
NLM33_RS36945,NLM33_RS36945_552531_553467,S1/P1 nuclease
NLM33_RS36950,NLM33_RS36950_553614_555105,N-6 DNA methylase
NLM33_RS36955,NLM33_RS36955_555101_556670,restriction endonuclease subunit S
NLM33_RS36960,NLM33_RS36960_556666_558433,hypothetical protein
NLM33_RS36965,NLM33_RS36965_558448_559420,DEAD/DEAH box helicase family protein
NLM33_RS36970,NLM33_RS36970_559589_560201,DUF2441 domain-containing protein
NLM33_RS36975,NLM33_RS36975_560475_560637,hypothetical protein
NLM33_RS36980,NLM33_RS36980_560633_560924,hypothetical protein
NLM33_RS36985,NLM33_RS36985_561068_561692,AAA family ATPase
NLM33_RS36990,NLM33_RS36990_562913_563093,hypothetical protein
NLM33_RS36995,NLM33_RS36995_563657_563861,hypothetical protein
NLM33_RS37000,NLM33_RS37000_564124_564967,IS5 family transposase
NLM33_RS37005,NLM33_RS37005_565305_565467,hypothetical protein
NLM33_RS37010,NLM33_RS37010_565678_566716,c-type cytochrome
NLM33_RS37015,NLM33_RS37015_567614_568319,lytic polysaccharide monooxygenase
NLM33_RS37020,NLM33_RS37020_568691_569362,efflux RND transporter permease subunit
NLM33_RS37025,NLM33_RS37025_570249_571182,LysR family transcriptional regulator
NLM33_RS37030,NLM33_RS37030_571280_572846,bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
NLM33_RS37035,NLM33_RS37035_572848_573910,alpha/beta fold hydrolase
NLM33_RS37040,NLM33_RS37040_574640_575924,HipA domain-containing protein
NLM33_RS37045,NLM33_RS37045_575910_576246,helix-turn-helix domain-containing protein
NLM33_RS37050,NLM33_RS37050_576539_577250,hypothetical protein
NLM33_RS37055,NLM33_RS37055_577233_577833,hypothetical protein
NLM33_RS37060,NLM33_RS37060_577786_578947,MBL fold metallo-hydrolase
NLM33_RS37065,NLM33_RS37065_579251_579482,hypothetical protein
NLM33_RS37070,NLM33_RS37070_579729_580859,IS3 family transposase
NLM33_RS37075,NLM33_RS37075_581858_582965,dimethyl sulfone monooxygenase SfnG
NLM33_RS37080,NLM33_RS37080_583087_583909,ATP-binding cassette domain-containing protein
NLM33_RS37085,NLM33_RS37085_583908_584799,branched-chain amino acid ABC transporter permease
NLM33_RS37090,NLM33_RS37090_584802_585849,branched-chain amino acid ABC transporter permease
NLM33_RS37095,NLM33_RS37095_585876_587208,ABC transporter substrate-binding protein
NLM33_RS37100,NLM33_RS37100_587280_588069,ATP-binding cassette domain-containing protein
NLM33_RS37105,NLM33_RS37105_588098_589295,acyl-CoA dehydrogenase family protein
NLM33_RS37110,NLM33_RS37110_589385_589760,hypothetical protein
NLM33_RS37115,NLM33_RS37115_589780_590125,XRE family transcriptional regulator
NLM33_RS37120,NLM33_RS37120_590121_590493,type II toxin-antitoxin system RelE/ParE family toxin
NLM33_RS37125,NLM33_RS37125_590603_590750,DNA-binding protein
NLM33_RS37130,NLM33_RS37130_591201_591642,hypothetical protein
NLM33_RS37135,NLM33_RS37135_592068_592255,cold-shock protein
NLM33_RS37140,NLM33_RS37140_592457_593726,IS256 family transposase
NLM33_RS37145,NLM33_RS37145_594420_594873,MarR family transcriptional regulator
NLM33_RS37150,NLM33_RS37150_595162_595555,adenosylmethionine decarboxylase
NLM33_RS37155,NLM33_RS37155_595721_595889,hypothetical protein
NLM33_RS37160,NLM33_RS37160_597758_604160,amino acid adenylation domain-containing protein
NLM33_RS37165,NLM33_RS37165_604201_605581,MATE family efflux transporter
NLM33_RS37170,NLM33_RS37170_606104_606836,4'-phosphopantetheinyl transferase superfamily protein
NLM33_RS37175,NLM33_RS37175_607496_608273,DUF4239 domain-containing protein
NLM33_RS37180,NLM33_RS37180_608376_608603,"GDP-mannose 4,6-dehydratase"
NLM33_RS37185,NLM33_RS37185_608666_609593,NAD-dependent epimerase/dehydratase family protein
NLM33_RS37190,NLM33_RS37190_609594_610680,"GDP-mannose 4,6-dehydratase"
NLM33_RS37195,NLM33_RS37195_611619_611820,hypothetical protein
NLM33_RS37200,NLM33_RS37200_611847_612096,hypothetical protein
NLM33_RS37205,NLM33_RS37205_613620_613776,hypothetical protein
NLM33_RS37210,NLM33_RS37210_614218_615073,electron transfer flavoprotein subunit beta/FixA family protein
NLM33_RS37215,NLM33_RS37215_615121_616369,C4-dicarboxylate transporter DctA
NLM33_RS37220,NLM33_RS37220_619306_619708,response regulator
NLM33_RS37225,NLM33_RS37225_619992_620646,FkbM family methyltransferase
NLM33_RS37230,NLM33_RS37230_620976_621327,H-NS histone family protein
NLM33_RS37235,NLM33_RS37235_623913_624930,anthranilate phosphoribosyltransferase
NLM33_RS37240,NLM33_RS37240_624935_625763,indole-3-glycerol phosphate synthase TrpC
NLM33_RS37245,NLM33_RS37245_626242_626941,IS66 family transposase
NLM33_RS37250,NLM33_RS37250_627028_628033,tyrosine-type recombinase/integrase
NLM33_RS37255,NLM33_RS37255_628029_629394,tyrosine-type recombinase/integrase
NLM33_RS37260,NLM33_RS37260_629390_630620,tyrosine-type recombinase/integrase
NLM33_RS37265,NLM33_RS37265_630786_631743,IS66 family transposase
NLM33_RS37270,NLM33_RS37270_631789_632137,IS66 family insertion sequence element accessory protein TnpB
NLM33_RS37275,NLM33_RS37275_633018_633378,flavin reductase
NLM33_RS37280,NLM33_RS37280_633400_633592,hypothetical protein
NLM33_RS37285,NLM33_RS37285_634324_635179,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
NLM33_RS37290,NLM33_RS37290_635165_636068,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM33_RS37295,NLM33_RS37295_636068_637337,IS256 family transposase
NLM33_RS37300,NLM33_RS37300_637561_638491,hypothetical protein
NLM33_RS37305,NLM33_RS37305_638575_638785,hypothetical protein
NLM33_RS37310,NLM33_RS37310_638962_639355,type II toxin-antitoxin system HicB family antitoxin
NLM33_RS37315,NLM33_RS37315_639396_639585,type II toxin-antitoxin system HicA family toxin
NLM33_RS37320,NLM33_RS37320_639685_639937,hypothetical protein
NLM33_RS37325,NLM33_RS37325_640250_640598,transposase
NLM33_RS37330,NLM33_RS37330_640644_640815,IS66 family transposase
NLM33_RS37335,NLM33_RS37335_640927_641962,LLM class flavin-dependent oxidoreductase
NLM33_RS37340,NLM33_RS37340_642005_643097,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM33_RS37345,NLM33_RS37345_643345_643525,hypothetical protein
NLM33_RS37350,NLM33_RS37350_644065_644746,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM33_RS37355,NLM33_RS37355_644702_645305,PLP-dependent transferase
NLM33_RS37360,NLM33_RS37360_645445_647181,ubiquinone-dependent pyruvate dehydrogenase
NLM33_RS37365,NLM33_RS37365_647285_648185,LysR substrate-binding domain-containing protein
NLM33_RS37370,NLM33_RS37370_649083_649302,hypothetical protein
NLM33_RS37375,NLM33_RS37375_649533_649992,MerR family transcriptional regulator
NLM33_RS37380,NLM33_RS37380_650113_651223,ABC transporter substrate-binding protein
NLM33_RS37385,NLM33_RS37385_651543_652533,LysR family transcriptional regulator
NLM33_RS37390,NLM33_RS37390_653465_654059,NodA family N-acyltransferase
NLM33_RS37395,NLM33_RS37395_654064_654715,chitooligosaccharide deacetylase NodB
NLM33_RS37400,NLM33_RS37400_654730_656044,chitooligosaccharide synthase NodC
NLM33_RS37405,NLM33_RS37405_656058_656670,methyltransferase domain-containing protein
NLM33_RS37410,NLM33_RS37410_656695_658402,nodulation protein NodU
NLM33_RS37415,NLM33_RS37415_658411_659326,nodulation factor ABC transporter ATP-binding protein NodI
NLM33_RS37420,NLM33_RS37420_659325_660114,ABC transporter permease
NLM33_RS37425,NLM33_RS37425_660204_662253,carbamoyltransferase
NLM33_RS37430,NLM33_RS37430_662371_663343,nodulation protein NodZ
NLM33_RS37435,NLM33_RS37435_664452_664788,hypothetical protein
NLM33_RS37440,NLM33_RS37440_664976_666788,nif-specific transcriptional activator NifA
NLM33_RS37445,NLM33_RS37445_666913_667693,LysR substrate-binding domain-containing protein
NLM33_RS49390,NLM33_RS49390_667938_668073,hypothetical protein
NLM33_RS37450,NLM33_RS37450_668682_668943,hypothetical protein
NLM33_RS37455,NLM33_RS37455_669003_670539,AMP-binding protein
NLM33_RS37460,NLM33_RS37460_670845_671526,hypothetical protein
NLM33_RS37465,NLM33_RS37465_671541_672291,hypothetical protein
NLM33_RS37470,NLM33_RS37470_672724_672913,hypothetical protein
NLM33_RS37475,NLM33_RS37475_673156_674764,methylcrotonoyl-CoA carboxylase
NLM33_RS37480,NLM33_RS37480_674765_675269,hypothetical protein
NLM33_RS37485,NLM33_RS37485_675270_676806,ATP-grasp domain-containing protein
NLM33_RS37490,NLM33_RS37490_677377_677785,hypothetical protein
NLM33_RS37495,NLM33_RS37495_678411_678804,hypothetical protein
NLM33_RS37500,NLM33_RS37500_679192_679831,hypothetical protein
NLM33_RS37505,NLM33_RS37505_680583_681084,nodulation acetyltransferase
NLM33_RS37510,NLM33_RS37510_682189_687778,AAA family ATPase
NLM33_RS37515,NLM33_RS37515_688730_688928,hypothetical protein
NLM33_RS37520,NLM33_RS37520_689634_690111,hypothetical protein
NLM33_RS37525,NLM33_RS37525_691369_693196,glutamine--fructose-6-phosphate transaminase (isomerizing)
NLM33_RS37530,NLM33_RS37530_693508_694783,glycosyl hydrolase family 28 protein
NLM33_RS37535,NLM33_RS37535_695055_696054,pectinesterase family protein
NLM33_RS37540,NLM33_RS37540_696668_697982,LLM class flavin-dependent oxidoreductase
NLM33_RS37545,NLM33_RS37545_698078_698435,6-carboxytetrahydropterin synthase QueD
NLM33_RS37550,NLM33_RS37550_699087_700266,aminotransferase class V-fold PLP-dependent enzyme
NLM33_RS37555,NLM33_RS37555_700579_700867,zincin-like metallopeptidase domain-containing protein
NLM33_RS37560,NLM33_RS37560_702035_702218,hypothetical protein
NLM33_RS49395,NLM33_RS49395_702725_702857,hypothetical protein
NLM33_RS37565,NLM33_RS37565_703100_704654,type III effector HopG1
NLM33_RS37570,NLM33_RS37570_705256_705574,IS701 family transposase
NLM33_RS37575,NLM33_RS37575_706292_706598,hypothetical protein
NLM33_RS37580,NLM33_RS37580_707583_708252,hypothetical protein
NLM33_RS37585,NLM33_RS37585_708437_708776,hypothetical protein
NLM33_RS37590,NLM33_RS37590_709007_709430,hypothetical protein
NLM33_RS37595,NLM33_RS37595_709552_710800,sedoheptulose 7-phosphate cyclase
NLM33_RS37600,NLM33_RS37600_711623_712013,DNA methylase
NLM33_RS37605,NLM33_RS37605_712156_712564,cupin domain-containing protein
NLM33_RS37610,NLM33_RS37610_712691_713635,IS630 family transposase
NLM33_RS37615,NLM33_RS37615_713833_714157,hypothetical protein
NLM33_RS37620,NLM33_RS37620_715025_715415,IS701 family transposase
NLM33_RS37625,NLM33_RS37625_715858_716230,Fic family protein
NLM33_RS37630,NLM33_RS37630_716251_717094,leucine-rich repeat domain-containing protein
NLM33_RS37635,NLM33_RS37635_717189_718421,IS3 family transposase
NLM33_RS37640,NLM33_RS37640_718753_719520,IS5 family transposase
NLM33_RS37645,NLM33_RS37645_719590_720720,IS3 family transposase
NLM33_RS37650,NLM33_RS37650_721465_721687,hypothetical protein
NLM33_RS37655,NLM33_RS37655_721881_722253,hypothetical protein
NLM33_RS37660,NLM33_RS37660_722355_722583,hypothetical protein
NLM33_RS37665,NLM33_RS37665_723218_724037,N-formylglutamate amidohydrolase
NLM33_RS37670,NLM33_RS37670_724445_724730,hypothetical protein
NLM33_RS37675,NLM33_RS37675_724899_726225,transposase
NLM33_RS37680,NLM33_RS37680_727292_727475,hypothetical protein
NLM33_RS37685,NLM33_RS37685_727500_728337,SDR family oxidoreductase
NLM33_RS37690,NLM33_RS37690_728850_729045,4Fe-4S binding protein
NLM33_RS37695,NLM33_RS37695_729655_730093,response regulator
NLM33_RS37700,NLM33_RS37700_730251_730437,hypothetical protein
NLM33_RS37705,NLM33_RS37705_730468_731359,nitrogenase iron protein
NLM33_RS37710,NLM33_RS37710_731436_732939,nitrogenase molybdenum-iron protein alpha chain
NLM33_RS37715,NLM33_RS37715_732986_734546,nitrogenase molybdenum-iron protein subunit beta
NLM33_RS37720,NLM33_RS37720_734661_736329,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE
NLM33_RS37725,NLM33_RS37725_736352_737735,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN
NLM33_RS37730,NLM33_RS37730_737757_738153,nitrogen fixation protein NifX
NLM33_RS37735,NLM33_RS37735_738164_738635,NifX-associated nitrogen fixation protein
NLM33_RS37740,NLM33_RS37740_738643_738853,hypothetical protein
NLM33_RS37745,NLM33_RS37745_738855_739140,"ferredoxin III, nif-specific"
NLM33_RS37750,NLM33_RS37750_739407_739722,hypothetical protein
NLM33_RS37755,NLM33_RS37755_740186_740777,hypothetical protein
NLM33_RS37760,NLM33_RS37760_741112_741433,iron-sulfur cluster assembly accessory protein
NLM33_RS37765,NLM33_RS37765_741474_741768,NifU family protein
NLM33_RS37770,NLM33_RS37770_741780_742977,cysteine desulfurase NifS
NLM33_RS37775,NLM33_RS37775_742973_743198,putative nitrogen fixation protein NifT
NLM33_RS37780,NLM33_RS37780_743194_744061,SIR2 family protein
NLM33_RS37785,NLM33_RS37785_744394_745939,nitrogenase cofactor biosynthesis protein NifB
NLM33_RS37790,NLM33_RS37790_745951_746176,4Fe-4S binding protein
NLM33_RS37795,NLM33_RS37795_746512_747043,hypothetical protein
NLM33_RS37800,NLM33_RS37800_747035_747779,LRV FeS4 cluster domain-containing protein
NLM33_RS37805,NLM33_RS37805_747805_748126,nitrogen fixation protein NifZ
NLM33_RS37810,NLM33_RS37810_748118_748358,nitrogen fixation protein NifZ
NLM33_RS37815,NLM33_RS37815_748370_748724,hypothetical protein
NLM33_RS37820,NLM33_RS37820_748735_749005,hypothetical protein
NLM33_RS37825,NLM33_RS37825_749055_750213,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM33_RS37830,NLM33_RS37830_750641_750896,BolA/IbaG family iron-sulfur metabolism protein
NLM33_RS37835,NLM33_RS37835_751052_751391,(2Fe-2S) ferredoxin domain-containing protein
NLM33_RS37840,NLM33_RS37840_752019_752433,arsenate reductase family protein
NLM33_RS37845,NLM33_RS37845_752434_752869,hypothetical protein
NLM33_RS37850,NLM33_RS37850_753269_754160,nitrogenase iron protein
NLM33_RS37855,NLM33_RS37855_754260_754950,nitrogen fixation protein NifQ
NLM33_RS37860,NLM33_RS37860_755053_755449,transcriptional repressor
NLM33_RS37865,NLM33_RS37865_755587_756766,homocitrate synthase
NLM33_RS37870,NLM33_RS37870_756907_757234,nitrogenase stabilizing/protective protein NifW
NLM33_RS37875,NLM33_RS37875_757912_759043,FAD-binding protein
NLM33_RS37880,NLM33_RS37880_759039_760347,FAD-binding protein
NLM33_RS37885,NLM33_RS37885_760385_760682,4Fe-4S dicluster domain-containing protein
NLM33_RS37890,NLM33_RS37890_760861_761674,methyltransferase domain-containing protein
NLM33_RS37895,NLM33_RS37895_762104_762731,transposase
NLM33_RS37900,NLM33_RS37900_762791_763817,IS110 family transposase
NLM33_RS37905,NLM33_RS37905_764082_765063,IS66 family transposase
NLM33_RS37910,NLM33_RS37910_765137_765482,IS66 family insertion sequence element accessory protein TnpB
NLM33_RS37915,NLM33_RS37915_765478_765826,transposase
NLM33_RS37920,NLM33_RS37920_766789_767275,hypothetical protein
NLM33_RS37925,NLM33_RS37925_768153_768333,hypothetical protein
NLM33_RS37930,NLM33_RS37930_768436_769762,DUF3422 family protein
NLM33_RS37935,NLM33_RS37935_771279_772371,hydrogenase small subunit
NLM33_RS37940,NLM33_RS37940_772393_774184,nickel-dependent hydrogenase large subunit
NLM33_RS37945,NLM33_RS37945_774198_774936,"Ni/Fe-hydrogenase, b-type cytochrome subunit"
NLM33_RS37950,NLM33_RS37950_774951_775533,HyaD/HybD family hydrogenase maturation endopeptidase
NLM33_RS37955,NLM33_RS37955_775563_775851,HypC/HybG/HupF family hydrogenase formation chaperone
NLM33_RS37960,NLM33_RS37960_776151_776499,hydrogenase accessory protein
NLM33_RS37965,NLM33_RS37965_776495_777347,hydrogenase expression/formation protein
NLM33_RS37970,NLM33_RS37970_777402_777540,rubredoxin
NLM33_RS37975,NLM33_RS37975_777634_777988,[NiFe]-hydrogenase assembly chaperone HybE
NLM33_RS37980,NLM33_RS37980_778001_779081,hypothetical protein
NLM33_RS37985,NLM33_RS37985_779073_779415,hydrogenase maturation nickel metallochaperone HypA
NLM33_RS37990,NLM33_RS37990_779414_780314,hydrogenase nickel incorporation protein HypB
NLM33_RS37995,NLM33_RS37995_780310_782572,carbamoyltransferase HypF
NLM33_RS38000,NLM33_RS38000_782571_782808,HypC/HybG/HupF family hydrogenase formation chaperone
NLM33_RS38005,NLM33_RS38005_782804_783947,hydrogenase formation protein HypD
NLM33_RS38010,NLM33_RS38010_783943_784984,hydrogenase expression/formation protein HypE
NLM33_RS38015,NLM33_RS38015_785766_786192,hypothetical protein
NLM33_RS38020,NLM33_RS38020_786148_786643,GNAT family N-acetyltransferase
NLM33_RS38025,NLM33_RS38025_786849_787007,branched-chain amino acid ABC transporter permease
NLM33_RS38030,NLM33_RS38030_787571_788255,helix-turn-helix domain-containing protein
NLM33_RS38035,NLM33_RS38035_789035_789365,hypothetical protein
NLM33_RS38040,NLM33_RS38040_789403_790093,ATP-binding cassette domain-containing protein
NLM33_RS38045,NLM33_RS38045_790079_790826,ATP-binding cassette domain-containing protein
NLM33_RS38050,NLM33_RS38050_790822_791839,branched-chain amino acid ABC transporter permease
NLM33_RS38055,NLM33_RS38055_791843_792707,branched-chain amino acid ABC transporter permease
NLM33_RS38060,NLM33_RS38060_792784_794020,ABC transporter substrate-binding protein
