Locus_Tag_Gene,Locus_Tag,Product
NLM31_RS06960,NLM31_RS06960_442049_442196,hypothetical protein
NLM31_RS06965,NLM31_RS06965_442747_443365,nodulation protein NolW
NLM31_RS06970,NLM31_RS06970_443651_444125,nodulation protein NolB
NLM31_RS06975,NLM31_RS06975_444134_445004,type III secretion inner membrane ring lipoprotein SctJ
NLM31_RS06980,NLM31_RS06980_445018_445651,nodulation protein NolU
NLM31_RS06985,NLM31_RS06985_445647_446271,type III secretion system stator protein SctL
NLM31_RS06990,NLM31_RS06990_446315_447626,type III secretion system ATPase SctN
NLM31_RS06995,NLM31_RS06995_447601_448135,hypothetical protein
NLM31_RS07000,NLM31_RS07000_448134_449256,type III secretion system cytoplasmic ring protein SctQ
NLM31_RS07005,NLM31_RS07005_449248_449914,type III secretion system export apparatus subunit SctR
NLM31_RS07010,NLM31_RS07010_449916_450192,flagellar biosynthetic protein FliQ
NLM31_RS07015,NLM31_RS07015_450203_451025,type III secretion system export apparatus subunit SctT
NLM31_RS07020,NLM31_RS07020_451021_452059,EscU/YscU/HrcU family type III secretion system export apparatus switch protein
NLM31_RS07025,NLM31_RS07025_452103_452766,CpaD family pilus assembly lipoprotein
NLM31_RS07030,NLM31_RS07030_452776_454243,type II and III secretion system protein family protein
NLM31_RS07035,NLM31_RS07035_454271_454961,response regulator
NLM31_RS07040,NLM31_RS07040_457864_465628,Ulp1 family isopeptidase
NLM31_RS07045,NLM31_RS07045_467753_469238,radical SAM protein
NLM31_RS07050,NLM31_RS07050_469709_470996,HipA domain-containing protein
NLM31_RS07055,NLM31_RS07055_470992_471283,helix-turn-helix domain-containing protein
NLM31_RS07060,NLM31_RS07060_471868_472651,hypothetical protein
NLM31_RS07065,NLM31_RS07065_473172_474444,ISL3 family transposase
NLM31_RS07070,NLM31_RS07070_474528_475176,DUF938 domain-containing protein
NLM31_RS07075,NLM31_RS07075_475236_477126,sulfate adenylyltransferase subunit CysN
NLM31_RS07080,NLM31_RS07080_477125_478061,sulfate adenylyltransferase subunit CysD
NLM31_RS07085,NLM31_RS07085_479598_481401,ATP-binding cassette domain-containing protein
NLM31_RS07090,NLM31_RS07090_481833_481974,IS630 family transposase
NLM31_RS07095,NLM31_RS07095_482364_483116,hypothetical protein
NLM31_RS07100,NLM31_RS07100_484448_486935,hypothetical protein
NLM31_RS07105,NLM31_RS07105_487404_487542,IS3 family transposase
NLM31_RS07110,NLM31_RS07110_487586_488000,hypothetical protein
NLM31_RS07115,NLM31_RS07115_487996_488854,ThiF family adenylyltransferase
NLM31_RS07120,NLM31_RS07120_489126_489363,hypothetical protein
NLM31_RS07125,NLM31_RS07125_489585_490188,mobile mystery protein B
NLM31_RS07130,NLM31_RS07130_490184_490646,mobile mystery protein A
NLM31_RS07135,NLM31_RS07135_490894_491119,ATP-binding protein
NLM31_RS42960,NLM31_RS42960_491236_491428,DUF2188 domain-containing protein
NLM31_RS07145,NLM31_RS07145_491631_492468,hypothetical protein
NLM31_RS07150,NLM31_RS07150_494149_494434,hypothetical protein
NLM31_RS07155,NLM31_RS07155_494637_494865,hypothetical protein
NLM31_RS07160,NLM31_RS07160_495056_495428,DUF3800 domain-containing protein
NLM31_RS07165,NLM31_RS07165_495696_496293,recombinase family protein
NLM31_RS07170,NLM31_RS07170_496465_496669,YqaE/Pmp3 family membrane protein
NLM31_RS07175,NLM31_RS07175_496665_497241,hypothetical protein
NLM31_RS07180,NLM31_RS07180_497369_498023,hypothetical protein
NLM31_RS07185,NLM31_RS07185_498126_499431,MFS transporter
NLM31_RS07190,NLM31_RS07190_499683_500604,P-type conjugative transfer ATPase TrbB
NLM31_RS07195,NLM31_RS07195_500600_500927,TrbC/VirB2 family protein
NLM31_RS07200,NLM31_RS07200_500926_501187,VirB3 family type IV secretion system protein
NLM31_RS07205,NLM31_RS07205_501195_503634,conjugal transfer protein TrbE
NLM31_RS07210,NLM31_RS07210_503633_504368,P-type conjugative transfer protein TrbJ
NLM31_RS07215,NLM31_RS07215_504367_504745,putative entry exclusion protein TrbK-alt
NLM31_RS07220,NLM31_RS07220_504748_505987,P-type conjugative transfer protein TrbL
NLM31_RS07225,NLM31_RS07225_506068_506752,conjugal transfer protein TrbF
NLM31_RS07230,NLM31_RS07230_506751_507726,P-type conjugative transfer protein TrbG
NLM31_RS07235,NLM31_RS07235_507722_508925,TrbI/VirB10 family protein
NLM31_RS07240,NLM31_RS07240_508926_509166,DUF2274 domain-containing protein
NLM31_RS07245,NLM31_RS07245_509141_510098,LysR substrate-binding domain-containing protein
NLM31_RS07250,NLM31_RS07250_510459_511092,conjugal transfer protein TraI
NLM31_RS07255,NLM31_RS07255_511171_511900,autoinducer binding domain-containing protein
NLM31_RS07260,NLM31_RS07260_513605_513902,hypothetical protein
NLM31_RS07265,NLM31_RS07265_514079_514379,hypothetical protein
NLM31_RS07270,NLM31_RS07270_514371_515133,IS66 family transposase
NLM31_RS07275,NLM31_RS07275_515250_516498,group II intron reverse transcriptase/maturase
NLM31_RS07280,NLM31_RS07280_516918_518190,ISL3 family transposase
NLM31_RS07285,NLM31_RS07285_519447_519867,hypothetical protein
NLM31_RS07290,NLM31_RS07290_520476_520934,IS630 transposase-related protein
NLM31_RS07295,NLM31_RS07295_521474_521912,reverse transcriptase domain-containing protein
NLM31_RS07300,NLM31_RS07300_521924_524153,recombinase family protein
NLM31_RS07305,NLM31_RS07305_524521_524695,hypothetical protein
NLM31_RS07310,NLM31_RS07310_524691_525486,reverse transcriptase domain-containing protein
NLM31_RS07315,NLM31_RS07315_525568_526054,IS630 family transposase
NLM31_RS07320,NLM31_RS07320_526753_527533,IS5 family transposase
NLM31_RS07325,NLM31_RS07325_527560_528673,IS630 family transposase
NLM31_RS07330,NLM31_RS07330_528841_529771,IS701 family transposase
NLM31_RS07335,NLM31_RS07335_529905_530994,IS110 family transposase
NLM31_RS07340,NLM31_RS07340_531323_531722,transposase
NLM31_RS07345,NLM31_RS07345_532127_532373,hypothetical protein
NLM31_RS07350,NLM31_RS07350_532446_533540,IS3 family transposase
NLM31_RS07355,NLM31_RS07355_534112_535225,NtaA/DmoA family FMN-dependent monooxygenase
NLM31_RS07360,NLM31_RS07360_535306_536535,IS3 family transposase
NLM31_RS07365,NLM31_RS07365_536806_538084,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM31_RS07370,NLM31_RS07370_538264_539056,3-oxoacyl-ACP reductase FabG
NLM31_RS07375,NLM31_RS07375_539178_541863,CoA transferase
NLM31_RS07380,NLM31_RS07380_542974_544324,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
NLM31_RS07385,NLM31_RS07385_544892_545129,hypothetical protein
NLM31_RS07390,NLM31_RS07390_545839_546421,IS630 family transposase
NLM31_RS07395,NLM31_RS07395_546499_547672,IS110 family transposase
NLM31_RS07400,NLM31_RS07400_548136_548685,IS630 family transposase
NLM31_RS07405,NLM31_RS07405_548722_549016,SOS response transcriptional repressor
NLM31_RS07410,NLM31_RS07410_549298_550451,IS3 family transposase
NLM31_RS07415,NLM31_RS07415_550763_551018,transposase
NLM31_RS07420,NLM31_RS07420_551828_552077,hypothetical protein
NLM31_RS07425,NLM31_RS07425_552581_553346,autoinducer binding domain-containing protein
NLM31_RS07430,NLM31_RS07430_554473_555214,outer membrane beta-barrel protein
NLM31_RS07435,NLM31_RS07435_555814_557245,IS701 family transposase
NLM31_RS07440,NLM31_RS07440_557568_559338,recombinase family protein
NLM31_RS07445,NLM31_RS07445_559829_560777,transposase
NLM31_RS07450,NLM31_RS07450_561103_562375,ISL3 family transposase
NLM31_RS42965,NLM31_RS42965_562414_562546,site-specific integrase
NLM31_RS07455,NLM31_RS07455_562822_563578,tyrosine-type recombinase/integrase
NLM31_RS07460,NLM31_RS07460_563574_564537,tyrosine-type recombinase/integrase
NLM31_RS07465,NLM31_RS07465_564529_565540,tyrosine-type recombinase/integrase
NLM31_RS07470,NLM31_RS07470_565760_566413,transposase zinc-binding domain-containing protein
NLM31_RS07475,NLM31_RS07475_566538_566859,tyrosine-type recombinase/integrase
NLM31_RS07480,NLM31_RS07480_566885_567422,site-specific integrase
NLM31_RS07485,NLM31_RS07485_567980_568379,transposase
NLM31_RS07490,NLM31_RS07490_568359_568713,IS66 family insertion sequence element accessory protein TnpB
NLM31_RS07495,NLM31_RS07495_569877_572106,recombinase family protein
NLM31_RS07500,NLM31_RS07500_572474_572648,hypothetical protein
NLM31_RS07505,NLM31_RS07505_572644_573406,reverse transcriptase domain-containing protein
NLM31_RS07510,NLM31_RS07510_573565_575113,IS66 family transposase
NLM31_RS07515,NLM31_RS07515_575388_575514,transposase domain-containing protein
NLM31_RS07520,NLM31_RS07520_576552_576852,hypothetical protein
NLM31_RS07525,NLM31_RS07525_577046_578291,6-bladed beta-propeller
NLM31_RS07530,NLM31_RS07530_578761_579454,gluconate 2-dehydrogenase subunit 3 family protein
NLM31_RS07535,NLM31_RS07535_579455_581222,GMC oxidoreductase
NLM31_RS07540,NLM31_RS07540_581235_582546,c-type cytochrome
NLM31_RS07545,NLM31_RS07545_582734_583262,AsnC family transcriptional regulator
NLM31_RS07550,NLM31_RS07550_585711_586560,thioesterase family protein
NLM31_RS07555,NLM31_RS07555_587136_587883,hypothetical protein
NLM31_RS07560,NLM31_RS07560_588967_589612,IS66 family transposase zinc-finger binding domain-containing protein
NLM31_RS07565,NLM31_RS07565_589660_589921,hypothetical protein
NLM31_RS07570,NLM31_RS07570_590326_591241,branched-chain-amino-acid transaminase
NLM31_RS07575,NLM31_RS07575_591814_592051,transposase domain-containing protein
NLM31_RS07580,NLM31_RS07580_592363_592543,hypothetical protein
NLM31_RS07585,NLM31_RS07585_592529_594599,recombinase family protein
NLM31_RS07590,NLM31_RS07590_594626_594918,transposase
NLM31_RS07595,NLM31_RS07595_595117_596631,ISNCY family transposase
NLM31_RS07600,NLM31_RS07600_596684_597389,transposase
NLM31_RS07605,NLM31_RS07605_597903_598846,IS630 family transposase
NLM31_RS07610,NLM31_RS07610_599561_600287,hypothetical protein
NLM31_RS07615,NLM31_RS07615_600367_600661,SOS response transcriptional repressor
NLM31_RS07620,NLM31_RS07620_600698_601829,IS630 family transposase
NLM31_RS07625,NLM31_RS07625_601937_602694,acyl-CoA thioesterase II
NLM31_RS07630,NLM31_RS07630_603511_604870,NtaA/DmoA family FMN-dependent monooxygenase
NLM31_RS07635,NLM31_RS07635_604988_605219,hypothetical protein
NLM31_RS07640,NLM31_RS07640_605282_605405,IS5/IS1182 family transposase
NLM31_RS07645,NLM31_RS07645_605457_605637,IS66 family insertion sequence element accessory protein TnpB
NLM31_RS07650,NLM31_RS07650_605633_606952,IS66 family transposase
NLM31_RS07655,NLM31_RS07655_607185_608535,CapA family protein
NLM31_RS07660,NLM31_RS07660_608596_609552,amidohydrolase
NLM31_RS07665,NLM31_RS07665_610379_611216,helix-turn-helix domain-containing protein
NLM31_RS07670,NLM31_RS07670_612080_612227,IS3 family transposase
NLM31_RS07675,NLM31_RS07675_612221_613961,strawberry notch C-terminal domain-containing protein
NLM31_RS07680,NLM31_RS07680_613960_615022,toprim domain-containing protein
NLM31_RS07685,NLM31_RS07685_615482_615917,TrbI/VirB10 family protein
NLM31_RS07690,NLM31_RS07690_615922_616165,DUF2274 domain-containing protein
NLM31_RS07695,NLM31_RS07695_616710_617442,SDR family NAD(P)-dependent oxidoreductase
NLM31_RS07700,NLM31_RS07700_617790_618147,Rid family hydrolase
NLM31_RS07705,NLM31_RS07705_618982_620095,alanine dehydrogenase
NLM31_RS07710,NLM31_RS07710_620193_621423,CoA transferase
NLM31_RS07715,NLM31_RS07715_621689_622745,phosphotransferase family protein
NLM31_RS07720,NLM31_RS07720_623035_623923,hypothetical protein
NLM31_RS07725,NLM31_RS07725_624537_625422,hypothetical protein
NLM31_RS07730,NLM31_RS07730_625683_627108,aldehyde dehydrogenase family protein
NLM31_RS07735,NLM31_RS07735_627388_628246,hypothetical protein
NLM31_RS07740,NLM31_RS07740_628514_629219,hypothetical protein
NLM31_RS07745,NLM31_RS07745_629423_630146,autoinducer binding domain-containing protein
NLM31_RS07750,NLM31_RS07750_630241_630874,acyl-homoserine-lactone synthase
NLM31_RS07755,NLM31_RS07755_630946_631825,LysR substrate-binding domain-containing protein
NLM31_RS07760,NLM31_RS07760_631933_632155,hypothetical protein
NLM31_RS07765,NLM31_RS07765_632151_632931,IS21-like element helper ATPase IstB
NLM31_RS07770,NLM31_RS07770_632920_634426,IS21 family transposase
NLM31_RS07775,NLM31_RS07775_636316_637174,ABC transporter permease subunit
NLM31_RS07780,NLM31_RS07780_637170_637992,ABC transporter permease subunit
NLM31_RS07785,NLM31_RS07785_637998_639057,ATP-binding cassette domain-containing protein
NLM31_RS07790,NLM31_RS07790_639595_640468,IS66 family transposase
NLM31_RS07795,NLM31_RS07795_640552_640951,transposase
NLM31_RS07800,NLM31_RS07800_640931_641285,IS66 family insertion sequence element accessory protein TnpB
NLM31_RS07805,NLM31_RS07805_641410_642985,IS66 family transposase
NLM31_RS07810,NLM31_RS07810_643083_643791,IS66 family transposase zinc-finger binding domain-containing protein
NLM31_RS07815,NLM31_RS07815_643916_644270,IS66 family insertion sequence element accessory protein TnpB
NLM31_RS07820,NLM31_RS07820_644250_644649,transposase
NLM31_RS07825,NLM31_RS07825_645106_646177,extracellular solute-binding protein
NLM31_RS07830,NLM31_RS07830_646736_648425,MFS transporter
NLM31_RS07835,NLM31_RS07835_648824_649868,lyase family protein
NLM31_RS07840,NLM31_RS07840_649864_650182,hypothetical protein
NLM31_RS07845,NLM31_RS07845_650406_650880,Lrp/AsnC ligand binding domain-containing protein
NLM31_RS07850,NLM31_RS07850_651029_652544,aldehyde dehydrogenase family protein
NLM31_RS07855,NLM31_RS07855_652554_653955,aminotransferase
NLM31_RS07860,NLM31_RS07860_654252_655284,NADP-dependent oxidoreductase
NLM31_RS07865,NLM31_RS07865_655460_656423,NAD(P)-binding domain-containing protein
NLM31_RS07870,NLM31_RS07870_656710_657245,peroxiredoxin
NLM31_RS07875,NLM31_RS07875_657252_657798,carboxymuconolactone decarboxylase family protein
NLM31_RS07880,NLM31_RS07880_657878_659426,acetolactate synthase large subunit
NLM31_RS07885,NLM31_RS07885_659898_661056,alpha-hydroxy-acid oxidizing protein
NLM31_RS07890,NLM31_RS07890_661708_662016,TauD/TfdA family dioxygenase
NLM31_RS07895,NLM31_RS07895_662581_662860,hypothetical protein
NLM31_RS07900,NLM31_RS07900_663840_664620,aldolase/citrate lyase family protein
NLM31_RS07905,NLM31_RS07905_665552_665840,transposase
NLM31_RS07910,NLM31_RS07910_665836_666478,IS3 family transposase
NLM31_RS07915,NLM31_RS07915_666549_666668,TetR/AcrR family transcriptional regulator
NLM31_RS07920,NLM31_RS07920_666833_667616,SDR family oxidoreductase
NLM31_RS07925,NLM31_RS07925_667739_668246,hypothetical protein
NLM31_RS07930,NLM31_RS07930_668379_669816,IS701 family transposase
NLM31_RS07935,NLM31_RS07935_669946_671011,IS630 family transposase
NLM31_RS07940,NLM31_RS07940_671082_671481,transposase
NLM31_RS07945,NLM31_RS07945_671810_672899,IS110 family transposase
NLM31_RS07950,NLM31_RS07950_673033_673963,IS701 family transposase
NLM31_RS07955,NLM31_RS07955_674028_674322,SOS response transcriptional repressor
NLM31_RS07960,NLM31_RS07960_674359_675490,IS630 family transposase
NLM31_RS07965,NLM31_RS07965_675779_677015,FAD-dependent oxidoreductase
NLM31_RS07970,NLM31_RS07970_677235_678708,M81 family metallopeptidase
NLM31_RS07975,NLM31_RS07975_679036_679269,formyltetrahydrofolate deformylase
NLM31_RS07980,NLM31_RS07980_679255_680515,Glu/Leu/Phe/Val dehydrogenase
NLM31_RS07985,NLM31_RS07985_681050_682079,dipeptide ABC transporter ATP-binding protein
NLM31_RS07990,NLM31_RS07990_682071_683082,ATP-binding cassette domain-containing protein
NLM31_RS07995,NLM31_RS07995_683083_683965,ABC transporter permease subunit
NLM31_RS08000,NLM31_RS08000_683966_684908,ABC transporter permease subunit
NLM31_RS08005,NLM31_RS08005_684914_686522,ABC transporter substrate-binding protein
NLM31_RS08010,NLM31_RS08010_686727_687900,amidohydrolase
NLM31_RS08015,NLM31_RS08015_688750_689920,M24 family metallopeptidase
NLM31_RS08020,NLM31_RS08020_690158_691349,amidohydrolase
NLM31_RS08025,NLM31_RS08025_691606_691918,hypothetical protein
NLM31_RS08030,NLM31_RS08030_692025_693156,IS630 family transposase
NLM31_RS08035,NLM31_RS08035_693193_693487,SOS response transcriptional repressor
NLM31_RS08040,NLM31_RS08040_693895_694228,helix-turn-helix domain-containing protein
NLM31_RS08045,NLM31_RS08045_696060_697572,porin
NLM31_RS08050,NLM31_RS08050_698137_698919,SDR family oxidoreductase
NLM31_RS08055,NLM31_RS08055_699214_700084,LysR substrate-binding domain-containing protein
NLM31_RS08060,NLM31_RS08060_700086_700485,transposase
NLM31_RS08065,NLM31_RS08065_700465_700819,IS66 family insertion sequence element accessory protein TnpB
NLM31_RS08070,NLM31_RS08070_701584_702760,group II intron reverse transcriptase/maturase
NLM31_RS08075,NLM31_RS08075_702919_704467,IS66 family transposase
NLM31_RS08080,NLM31_RS08080_704563_704671,LysR family transcriptional regulator
NLM31_RS08085,NLM31_RS08085_704775_706275,CoA-acylating methylmalonate-semialdehyde dehydrogenase
NLM31_RS08090,NLM31_RS08090_707407_708913,IS21 family transposase
NLM31_RS08095,NLM31_RS08095_708902_709682,IS21-like element helper ATPase IstB
NLM31_RS08100,NLM31_RS08100_709678_709900,hypothetical protein
NLM31_RS08105,NLM31_RS08105_710441_710885,nuclear transport factor 2 family protein
NLM31_RS08110,NLM31_RS08110_710953_711550,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
NLM31_RS08115,NLM31_RS08115_711546_712819,aminodeoxychorismate synthase component I
NLM31_RS08120,NLM31_RS08120_712845_713163,Dabb family protein
NLM31_RS08125,NLM31_RS08125_713582_714559,biotin synthase BioB
NLM31_RS08130,NLM31_RS08130_714607_715027,aspartate 1-decarboxylase
NLM31_RS08135,NLM31_RS08135_715042_716194,8-amino-7-oxononanoate synthase
NLM31_RS08140,NLM31_RS08140_716190_716835,dethiobiotin synthase
NLM31_RS08145,NLM31_RS08145_716825_718087,adenosylmethionine--8-amino-7-oxononanoate transaminase
NLM31_RS08150,NLM31_RS08150_718767_718965,hypothetical protein
NLM31_RS08155,NLM31_RS08155_719538_720411,3-methyl-2-oxobutanoate hydroxymethyltransferase
NLM31_RS08160,NLM31_RS08160_720424_721294,pantoate--beta-alanine ligase
NLM31_RS08165,NLM31_RS08165_721807_722725,TauD/TfdA family dioxygenase
NLM31_RS08170,NLM31_RS08170_722782_723913,IS630 family transposase
NLM31_RS08175,NLM31_RS08175_723950_724244,SOS response transcriptional repressor
NLM31_RS08180,NLM31_RS08180_724845_725103,hypothetical protein
NLM31_RS08185,NLM31_RS08185_725290_727276,methyl-accepting chemotaxis protein
NLM31_RS08190,NLM31_RS08190_727970_729242,ISL3 family transposase
NLM31_RS08195,NLM31_RS08195_729235_730165,IS701 family transposase
NLM31_RS08200,NLM31_RS08200_730252_732724,CoA transferase
NLM31_RS08205,NLM31_RS08205_733540_734776,acyl-CoA dehydrogenase family protein
NLM31_RS08210,NLM31_RS08210_736077_737060,FAD-binding oxidoreductase
NLM31_RS08215,NLM31_RS08215_737570_738452,ABC transporter permease subunit
NLM31_RS08220,NLM31_RS08220_738441_739242,ABC transporter permease subunit
NLM31_RS08225,NLM31_RS08225_739277_740339,ATP-binding cassette domain-containing protein
NLM31_RS08230,NLM31_RS08230_740407_741457,extracellular solute-binding protein
NLM31_RS08235,NLM31_RS08235_741710_742892,amidohydrolase
NLM31_RS08240,NLM31_RS08240_743076_744246,M24 family metallopeptidase
NLM31_RS08245,NLM31_RS08245_744933_745284,hypothetical protein
NLM31_RS08250,NLM31_RS08250_745287_746430,hypothetical protein
NLM31_RS08255,NLM31_RS08255_746493_746709,ISNCY family transposase
NLM31_RS08260,NLM31_RS08260_746990_747914,SAVED domain-containing protein
NLM31_RS08265,NLM31_RS08265_747913_748135,hypothetical protein
NLM31_RS08270,NLM31_RS08270_748153_748444,DEAD/DEAH box helicase
NLM31_RS08275,NLM31_RS08275_749426_750704,diaminobutyrate--2-oxoglutarate transaminase
NLM31_RS08280,NLM31_RS08280_750729_751620,enoyl-CoA hydratase-related protein
NLM31_RS08285,NLM31_RS08285_751718_752255,IS5 family transposase
NLM31_RS08290,NLM31_RS08290_753098_754604,IS21 family transposase
NLM31_RS08295,NLM31_RS08295_754593_755373,IS21-like element helper ATPase IstB
NLM31_RS08300,NLM31_RS08300_755369_755591,hypothetical protein
NLM31_RS08305,NLM31_RS08305_755708_756002,transposase
NLM31_RS08310,NLM31_RS08310_756966_757248,transposase
NLM31_RS08315,NLM31_RS08315_757289_758165,EamA family transporter
NLM31_RS08320,NLM31_RS08320_760497_760899,transposase
NLM31_RS08325,NLM31_RS08325_760895_761105,IS66 family insertion sequence element accessory protein TnpB
NLM31_RS08330,NLM31_RS08330_761111_763229,recombinase family protein
NLM31_RS08335,NLM31_RS08335_763225_763534,hypothetical protein
NLM31_RS08340,NLM31_RS08340_763530_763953,helix-turn-helix domain-containing protein
NLM31_RS08345,NLM31_RS08345_764635_766066,IS701 family transposase
NLM31_RS08350,NLM31_RS08350_766271_766484,hypothetical protein
NLM31_RS08355,NLM31_RS08355_767551_769596,prolyl oligopeptidase family serine peptidase
NLM31_RS08360,NLM31_RS08360_770316_770754,hypothetical protein
NLM31_RS08365,NLM31_RS08365_771345_771642,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM31_RS08370,NLM31_RS08370_771846_773436,class I tRNA ligase family protein
NLM31_RS08375,NLM31_RS08375_773437_773737,cupin domain-containing protein
NLM31_RS08380,NLM31_RS08380_773875_774223,hypothetical protein
NLM31_RS08385,NLM31_RS08385_774113_774551,lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein
NLM31_RS08390,NLM31_RS08390_774954_775539,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
NLM31_RS08395,NLM31_RS08395_775535_776930,aminodeoxychorismate synthase component I
NLM31_RS08400,NLM31_RS08400_777037_777373,Dabb family protein
NLM31_RS08405,NLM31_RS08405_777521_778154,FCD domain-containing protein
NLM31_RS08410,NLM31_RS08410_778267_779263,biotin synthase BioB
NLM31_RS08415,NLM31_RS08415_779314_779668,aspartate 1-decarboxylase
NLM31_RS08420,NLM31_RS08420_779749_780895,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM31_RS08425,NLM31_RS08425_780901_781546,dethiobiotin synthase
NLM31_RS08430,NLM31_RS08430_781532_782816,adenosylmethionine--8-amino-7-oxononanoate transaminase
NLM31_RS08435,NLM31_RS08435_783207_783423,IS5/IS1182 family transposase
NLM31_RS08440,NLM31_RS08440_783561_783876,hypothetical protein
NLM31_RS08445,NLM31_RS08445_783892_784186,SOS response transcriptional repressor
NLM31_RS08450,NLM31_RS08450_784223_785354,IS630 family transposase
NLM31_RS08455,NLM31_RS08455_785491_785665,hypothetical protein
NLM31_RS08460,NLM31_RS08460_786550_786757,cold-shock protein
NLM31_RS08465,NLM31_RS08465_788226_789423,acyl-CoA dehydrogenase family protein
NLM31_RS08470,NLM31_RS08470_789450_790223,ATP-binding cassette domain-containing protein
NLM31_RS08475,NLM31_RS08475_790289_791396,dimethyl sulfone monooxygenase SfnG
NLM31_RS08480,NLM31_RS08480_793458_795162,hypothetical protein
NLM31_RS08485,NLM31_RS08485_795437_796475,c-type cytochrome
NLM31_RS08490,NLM31_RS08490_796699_796861,hypothetical protein
NLM31_RS08495,NLM31_RS08495_797045_797204,hypothetical protein
NLM31_RS08500,NLM31_RS08500_797251_797464,hypothetical protein
NLM31_RS42970,NLM31_RS42970_797466_797979,C48 family peptidase
NLM31_RS08510,NLM31_RS08510_800187_800414,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM31_RS08515,NLM31_RS08515_800410_801237,type IV toxin-antitoxin system AbiEi family antitoxin
NLM31_RS08520,NLM31_RS08520_801640_802409,IS256 family transposase
NLM31_RS08525,NLM31_RS08525_802438_802715,IS5/IS1182 family transposase
NLM31_RS08530,NLM31_RS08530_803010_803214,hypothetical protein
NLM31_RS08535,NLM31_RS08535_803259_804639,transposase
NLM31_RS08540,NLM31_RS08540_804754_805039,hypothetical protein
NLM31_RS08545,NLM31_RS08545_805543_806479,S1/P1 nuclease
NLM31_RS08550,NLM31_RS08550_808301_809156,pantoate--beta-alanine ligase
NLM31_RS08555,NLM31_RS08555_809170_810043,3-methyl-2-oxobutanoate hydroxymethyltransferase
NLM31_RS08560,NLM31_RS08560_810034_810442,hypothetical protein
NLM31_RS08565,NLM31_RS08565_810545_810746,hypothetical protein
NLM31_RS08570,NLM31_RS08570_810801_811287,IS5/IS1182 family transposase
NLM31_RS08575,NLM31_RS08575_811404_813582,prolyl oligopeptidase family serine peptidase
NLM31_RS08580,NLM31_RS08580_814079_814340,transposase
NLM31_RS08585,NLM31_RS08585_814479_814670,IS5/IS1182 family transposase
NLM31_RS08590,NLM31_RS08590_816576_817347,hypothetical protein
NLM31_RS08595,NLM31_RS08595_817539_818482,IS630 family transposase
NLM31_RS08600,NLM31_RS08600_818488_818788,hypothetical protein
NLM31_RS08605,NLM31_RS08605_818797_821098,SNF2-related protein
NLM31_RS08610,NLM31_RS08610_821262_821502,hypothetical protein
NLM31_RS08615,NLM31_RS08615_821960_822266,hypothetical protein
NLM31_RS08620,NLM31_RS08620_822331_824338,methyl-accepting chemotaxis protein
NLM31_RS08625,NLM31_RS08625_825535_826192,hypothetical protein
NLM31_RS08630,NLM31_RS08630_826163_827084,DNA-processing protein DprA
NLM31_RS08635,NLM31_RS08635_827301_827490,hypothetical protein
NLM31_RS08640,NLM31_RS08640_827604_828004,DUF1810 domain-containing protein
NLM31_RS08645,NLM31_RS08645_828475_829669,SAVED domain-containing protein
NLM31_RS08650,NLM31_RS08650_829683_830901,nucleotidyltransferase
NLM31_RS08655,NLM31_RS08655_830989_832684,ThiF family adenylyltransferase
NLM31_RS08660,NLM31_RS08660_832644_833148,Mov34/MPN/PAD-1 family protein
NLM31_RS08665,NLM31_RS08665_833444_833624,hypothetical protein
NLM31_RS08670,NLM31_RS08670_833694_834711,IS1595 family transposase
NLM31_RS08675,NLM31_RS08675_834721_835420,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM31_RS08680,NLM31_RS08680_835435_835729,hypothetical protein
NLM31_RS08685,NLM31_RS08685_835759_836008,hypothetical protein
NLM31_RS08690,NLM31_RS08690_836462_838043,Fic family protein
NLM31_RS08695,NLM31_RS08695_838081_838450,hypothetical protein
NLM31_RS08700,NLM31_RS08700_839196_840780,Fic family protein
NLM31_RS08705,NLM31_RS08705_841083_842214,IS630 family transposase
NLM31_RS08710,NLM31_RS08710_842251_842545,SOS response transcriptional repressor
NLM31_RS08715,NLM31_RS08715_842567_843104,hypothetical protein
NLM31_RS08720,NLM31_RS08720_843509_843992,MarR family transcriptional regulator
NLM31_RS08725,NLM31_RS08725_845044_845437,adenosylmethionine decarboxylase
NLM31_RS08730,NLM31_RS08730_845544_846030,hypothetical protein
NLM31_RS08735,NLM31_RS08735_847075_848140,IS630 family transposase
NLM31_RS08740,NLM31_RS08740_848460_854916,amino acid adenylation domain-containing protein
NLM31_RS08745,NLM31_RS08745_854908_856324,MATE family efflux transporter
NLM31_RS08750,NLM31_RS08750_857481_858258,DUF4239 domain-containing protein
NLM31_RS08755,NLM31_RS08755_858318_859232,"GDP-mannose 4,6-dehydratase"
NLM31_RS08760,NLM31_RS08760_860137_860338,hypothetical protein
NLM31_RS08765,NLM31_RS08765_860425_860614,hypothetical protein
