Locus_Tag_Gene,Locus_Tag,Product
NLM27_RS26500,NLM27_RS26500_455400_455556,hypothetical protein
NLM27_RS26505,NLM27_RS26505_456770_458135,FAD/NAD(P)-binding protein
NLM27_RS26510,NLM27_RS26510_458649_459998,peptidase S10
NLM27_RS26515,NLM27_RS26515_461463_462597,acyltransferase family protein
NLM27_RS26520,NLM27_RS26520_462763_466153,glycosyltransferase
NLM27_RS26525,NLM27_RS26525_466186_467650,methyltransferase domain-containing protein
NLM27_RS26530,NLM27_RS26530_467724_469137,ATP-binding cassette domain-containing protein
NLM27_RS26535,NLM27_RS26535_469126_469924,ABC transporter permease
NLM27_RS26540,NLM27_RS26540_469944_471165,glycosyltransferase
NLM27_RS26545,NLM27_RS26545_471161_472475,hypothetical protein
NLM27_RS26550,NLM27_RS26550_472567_474625,HAD family hydrolase
NLM27_RS26555,NLM27_RS26555_474645_475689,UDP-glucose 4-epimerase GalE
NLM27_RS43640,NLM27_RS43640_475830_476484,glycosyltransferase
NLM27_RS26565,NLM27_RS26565_478169_478808,O-antigen ligase family protein
NLM27_RS26570,NLM27_RS26570_478821_479061,hypothetical protein
NLM27_RS26575,NLM27_RS26575_479273_479507,hypothetical protein
NLM27_RS26580,NLM27_RS26580_479713_479908,hypothetical protein
NLM27_RS26585,NLM27_RS26585_480106_481018,TauD/TfdA family dioxygenase
NLM27_RS26590,NLM27_RS26590_482712_483222,hypothetical protein
NLM27_RS26595,NLM27_RS26595_483997_484351,DDE-type integrase/transposase/recombinase
NLM27_RS26600,NLM27_RS26600_484868_485822,pantoate--beta-alanine ligase
NLM27_RS26605,NLM27_RS26605_486018_487506,pentapeptide repeat-containing protein
NLM27_RS26610,NLM27_RS26610_488598_490305,dipeptide ABC transporter ATP-binding protein
NLM27_RS26615,NLM27_RS26615_490307_491171,ABC transporter permease subunit
NLM27_RS26620,NLM27_RS26620_491167_492130,ABC transporter permease subunit
NLM27_RS26625,NLM27_RS26625_492129_493827,ABC transporter substrate-binding protein
NLM27_RS26630,NLM27_RS26630_493861_495205,NtaA/DmoA family FMN-dependent monooxygenase
NLM27_RS26635,NLM27_RS26635_496630_496912,helix-turn-helix domain-containing protein
NLM27_RS26640,NLM27_RS26640_497240_497720,hypothetical protein
NLM27_RS26645,NLM27_RS26645_497908_498406,hypothetical protein
NLM27_RS26650,NLM27_RS26650_498443_498923,hypothetical protein
NLM27_RS26655,NLM27_RS26655_498927_501648,hypothetical protein
NLM27_RS26660,NLM27_RS26660_501644_502856,SIR2 family protein
NLM27_RS26665,NLM27_RS26665_503020_503254,hypothetical protein
NLM27_RS26670,NLM27_RS26670_503287_503578,hypothetical protein
NLM27_RS26675,NLM27_RS26675_503726_505316,metallophosphoesterase
NLM27_RS26680,NLM27_RS26680_505312_507613,hypothetical protein
NLM27_RS26685,NLM27_RS26685_508545_510270,hypothetical protein
NLM27_RS26690,NLM27_RS26690_510479_511428,IS630 family transposase
NLM27_RS26695,NLM27_RS26695_513230_513710,hypothetical protein
NLM27_RS26700,NLM27_RS26700_513917_514376,hypothetical protein
NLM27_RS26705,NLM27_RS26705_514257_514500,hypothetical protein
NLM27_RS26710,NLM27_RS26710_515052_516501,hypothetical protein
NLM27_RS26715,NLM27_RS26715_516497_518276,hypothetical protein
NLM27_RS26720,NLM27_RS26720_518978_519179,hypothetical protein
NLM27_RS26725,NLM27_RS26725_519683_519824,hypothetical protein
NLM27_RS26730,NLM27_RS26730_519881_520388,hypothetical protein
NLM27_RS26735,NLM27_RS26735_520835_521192,hypothetical protein
NLM27_RS26740,NLM27_RS26740_521199_522321,DUF4172 domain-containing protein
NLM27_RS26745,NLM27_RS26745_522479_526502,helix-turn-helix domain-containing protein
NLM27_RS26750,NLM27_RS26750_526522_526726,hypothetical protein
NLM27_RS26755,NLM27_RS26755_526953_527055,adenylate kinase
NLM27_RS26760,NLM27_RS26760_527140_529114,acetate--CoA ligase
NLM27_RS26765,NLM27_RS26765_529380_531003,MFS transporter
NLM27_RS26770,NLM27_RS26770_531017_531854,alpha/beta fold hydrolase
NLM27_RS26775,NLM27_RS26775_532078_533428,sigma 54-interacting transcriptional regulator
NLM27_RS26780,NLM27_RS26780_533931_535614,cache domain-containing protein
NLM27_RS26785,NLM27_RS26785_535812_536811,GTP-binding protein
NLM27_RS26790,NLM27_RS26790_536930_537653,nitrile hydratase subunit beta
NLM27_RS26795,NLM27_RS26795_537662_538283,nitrile hydratase subunit alpha
NLM27_RS26800,NLM27_RS26800_538290_538605,nitrile hydratase accessory protein
NLM27_RS26805,NLM27_RS26805_538808_539810,DJ-1/PfpI family protein
NLM27_RS26810,NLM27_RS26810_540117_541182,DJ-1/PfpI family protein
NLM27_RS26815,NLM27_RS26815_541225_542260,HoxN/HupN/NixA family nickel/cobalt transporter
NLM27_RS26820,NLM27_RS26820_542331_542841,L-2-amino-thiazoline-4-carboxylic acid hydrolase
NLM27_RS26825,NLM27_RS26825_543151_544327,alpha/beta fold hydrolase
NLM27_RS26830,NLM27_RS26830_544419_545118,HTH domain-containing protein
NLM27_RS26835,NLM27_RS26835_545122_545344,malonate transporter subunit MadM
NLM27_RS26840,NLM27_RS26840_545427_546321,LysR substrate-binding domain-containing protein
NLM27_RS26845,NLM27_RS26845_546426_548037,GMC family oxidoreductase N-terminal domain-containing protein
NLM27_RS26850,NLM27_RS26850_548264_549812,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM27_RS26855,NLM27_RS26855_549889_550534,FMN-binding negative transcriptional regulator
NLM27_RS26860,NLM27_RS26860_550608_550824,rubredoxin
NLM27_RS26865,NLM27_RS26865_551144_551771,LysE family transporter
NLM27_RS43645,NLM27_RS43645_551776_551968,cupin domain-containing protein
NLM27_RS26875,NLM27_RS26875_552836_552961,antirestriction protein
NLM27_RS26880,NLM27_RS26880_553037_553241,hypothetical protein
NLM27_RS26885,NLM27_RS26885_554410_554614,hypothetical protein
NLM27_RS26890,NLM27_RS26890_554654_555431,DUF4239 domain-containing protein
NLM27_RS26895,NLM27_RS26895_558619_558853,hypothetical protein
NLM27_RS26900,NLM27_RS26900_559565_559949,hypothetical protein
NLM27_RS26905,NLM27_RS26905_561324_563283,glycoside hydrolase family 127 protein
NLM27_RS26910,NLM27_RS26910_564018_564444,hypothetical protein
NLM27_RS26915,NLM27_RS26915_564540_565668,hypothetical protein
NLM27_RS26920,NLM27_RS26920_566786_567545,alpha/beta hydrolase
NLM27_RS26925,NLM27_RS26925_567792_568893,alcohol dehydrogenase catalytic domain-containing protein
NLM27_RS26930,NLM27_RS26930_568978_570454,aldehyde dehydrogenase family protein
NLM27_RS26935,NLM27_RS26935_570836_572630,sigma 54-interacting transcriptional regulator
NLM27_RS26940,NLM27_RS26940_573151_573574,hypothetical protein
NLM27_RS26945,NLM27_RS26945_573791_575075,HipA domain-containing protein
NLM27_RS26950,NLM27_RS26950_575071_575359,helix-turn-helix domain-containing protein
NLM27_RS26955,NLM27_RS26955_576478_576892,hypothetical protein
NLM27_RS26960,NLM27_RS26960_577064_577217,hypothetical protein
NLM27_RS26965,NLM27_RS26965_577597_577888,DUF3551 domain-containing protein
NLM27_RS26970,NLM27_RS26970_578721_579003,hypothetical protein
NLM27_RS26975,NLM27_RS26975_578996_580067,hypothetical protein
NLM27_RS26980,NLM27_RS26980_580341_580713,hypothetical protein
NLM27_RS26985,NLM27_RS26985_580725_581730,hypothetical protein
NLM27_RS26990,NLM27_RS26990_581924_582323,hypothetical protein
NLM27_RS26995,NLM27_RS26995_583041_583311,hypothetical protein
NLM27_RS27000,NLM27_RS27000_583836_585063,ABC transporter substrate-binding protein
NLM27_RS27005,NLM27_RS27005_585356_586274,EamA family transporter
NLM27_RS27010,NLM27_RS27010_586468_586702,hypothetical protein
NLM27_RS27015,NLM27_RS27015_587720_588410,response regulator
NLM27_RS27020,NLM27_RS27020_590246_590540,hypothetical protein
NLM27_RS27025,NLM27_RS27025_590646_590862,hypothetical protein
NLM27_RS27030,NLM27_RS27030_590958_591132,hypothetical protein
NLM27_RS27035,NLM27_RS27035_591705_592455,hypothetical protein
NLM27_RS27040,NLM27_RS27040_592513_593227,hypothetical protein
NLM27_RS27045,NLM27_RS27045_595640_595859,hypothetical protein
NLM27_RS27050,NLM27_RS27050_597294_597828,hypothetical protein
NLM27_RS27055,NLM27_RS27055_598415_598970,redoxin domain-containing protein
NLM27_RS27060,NLM27_RS27060_598966_599209,hypothetical protein
NLM27_RS27065,NLM27_RS27065_599658_599952,4Fe-4S dicluster domain-containing protein
NLM27_RS27070,NLM27_RS27070_599989_601297,FAD-dependent oxidoreductase
NLM27_RS27075,NLM27_RS27075_601307_602417,FAD-binding protein
NLM27_RS27080,NLM27_RS27080_602413_602620,hypothetical protein
NLM27_RS43650,NLM27_RS43650_602956_603082,hypothetical protein
NLM27_RS27085,NLM27_RS27085_603385_603727,nitrogenase stabilizing/protective protein NifW
NLM27_RS27090,NLM27_RS27090_603973_605158,homocitrate synthase
NLM27_RS27095,NLM27_RS27095_605732_606449,nitrogen fixation protein NifQ
NLM27_RS27100,NLM27_RS27100_606606_607491,nitrogenase iron protein
NLM27_RS27105,NLM27_RS27105_608680_609349,OmpW family protein
NLM27_RS27110,NLM27_RS27110_610504_610858,DUF3024 domain-containing protein
NLM27_RS27115,NLM27_RS27115_610873_611113,nitrogen fixation protein NifZ
NLM27_RS27120,NLM27_RS27120_611109_611430,nitrogen fixation protein NifZ
NLM27_RS27125,NLM27_RS27125_612236_612461,4Fe-4S binding protein
NLM27_RS27130,NLM27_RS27130_612473_614030,nitrogenase cofactor biosynthesis protein NifB
NLM27_RS27135,NLM27_RS27135_614368_614578,hypothetical protein
NLM27_RS27140,NLM27_RS27140_615113_615338,putative nitrogen fixation protein NifT
NLM27_RS27145,NLM27_RS27145_615334_616543,cysteine desulfurase NifS
NLM27_RS27150,NLM27_RS27150_616843_617164,iron-sulfur cluster assembly accessory protein
NLM27_RS27155,NLM27_RS27155_617440_618031,hypothetical protein
NLM27_RS27160,NLM27_RS27160_618578_618761,hypothetical protein
NLM27_RS27165,NLM27_RS27165_619453_619753,"ferredoxin III, nif-specific"
NLM27_RS27170,NLM27_RS27170_619765_619966,hypothetical protein
NLM27_RS27175,NLM27_RS27175_619975_620446,NifX-associated nitrogen fixation protein
NLM27_RS27180,NLM27_RS27180_620453_620849,nitrogen fixation protein NifX
NLM27_RS27185,NLM27_RS27185_620845_622252,nitrogenase iron-molybdenum cofactor biosynthesis protein NifN
NLM27_RS27190,NLM27_RS27190_622261_623908,nitrogenase iron-molybdenum cofactor biosynthesis protein NifE
NLM27_RS27195,NLM27_RS27195_624002_625559,nitrogenase molybdenum-iron protein subunit beta
NLM27_RS27200,NLM27_RS27200_625624_627127,nitrogenase molybdenum-iron protein alpha chain
NLM27_RS27205,NLM27_RS27205_627597_629154,Fe-S cluster assembly protein SufB
NLM27_RS27210,NLM27_RS27210_629353_629548,4Fe-4S binding protein
NLM27_RS27215,NLM27_RS27215_630100_631213,alanine dehydrogenase
NLM27_RS27220,NLM27_RS27220_632129_633170,hydrogenase expression/formation protein HypE
NLM27_RS27225,NLM27_RS27225_633166_634309,hydrogenase formation protein HypD
NLM27_RS27230,NLM27_RS27230_634305_634542,HypC/HybG/HupF family hydrogenase formation chaperone
NLM27_RS27235,NLM27_RS27235_634543_636805,carbamoyltransferase HypF
NLM27_RS27240,NLM27_RS27240_636801_637758,hydrogenase nickel incorporation protein HypB
NLM27_RS27245,NLM27_RS27245_637757_638099,hydrogenase maturation nickel metallochaperone HypA
NLM27_RS27250,NLM27_RS27250_638091_639189,nickel-dependent hydrogenase large subunit
NLM27_RS27255,NLM27_RS27255_639185_639719,[NiFe]-hydrogenase assembly chaperone HybE
NLM27_RS27260,NLM27_RS27260_639708_639924,rubredoxin
NLM27_RS27265,NLM27_RS27265_639920_640664,hydrogenase expression/formation protein
NLM27_RS27270,NLM27_RS27270_641325_641616,HypC/HybG/HupF family hydrogenase formation chaperone
NLM27_RS27275,NLM27_RS27275_641633_642221,HyaD/HybD family hydrogenase maturation endopeptidase
NLM27_RS27280,NLM27_RS27280_642227_642953,"Ni/Fe-hydrogenase, b-type cytochrome subunit"
NLM27_RS27285,NLM27_RS27285_642961_644752,nickel-dependent hydrogenase large subunit
NLM27_RS27290,NLM27_RS27290_644777_645869,hydrogenase small subunit
NLM27_RS27295,NLM27_RS27295_647243_648566,C4-dicarboxylate transporter DctA
NLM27_RS27300,NLM27_RS27300_649233_651906,PAS domain S-box protein
NLM27_RS27305,NLM27_RS27305_651962_652580,response regulator
NLM27_RS27310,NLM27_RS27310_652678_653053,response regulator
NLM27_RS27315,NLM27_RS27315_654292_656116,glutamine--fructose-6-phosphate transaminase (isomerizing)
NLM27_RS27320,NLM27_RS27320_656895_657982,"GDP-mannose 4,6-dehydratase"
NLM27_RS27325,NLM27_RS27325_657983_658970,NAD-dependent epimerase/dehydratase family protein
NLM27_RS27330,NLM27_RS27330_661681_664762,efflux RND transporter permease subunit
NLM27_RS27335,NLM27_RS27335_665637_665886,hypothetical protein
NLM27_RS27340,NLM27_RS27340_666243_667254,2Fe-2S iron-sulfur cluster-binding protein
NLM27_RS27345,NLM27_RS27345_667261_668335,Rieske 2Fe-2S domain-containing protein
NLM27_RS27350,NLM27_RS27350_668505_669507,LysR substrate-binding domain-containing protein
NLM27_RS27355,NLM27_RS27355_670433_670772,hypothetical protein
NLM27_RS27360,NLM27_RS27360_670869_671772,peptidoglycan-binding protein
NLM27_RS27365,NLM27_RS27365_671940_672504,hypothetical protein
NLM27_RS27370,NLM27_RS27370_672679_673000,hypothetical protein
NLM27_RS27375,NLM27_RS27375_673681_673837,hypothetical protein
NLM27_RS27380,NLM27_RS27380_674904_675924,S8 family serine peptidase
NLM27_RS27385,NLM27_RS27385_676028_677042,trypsin-like peptidase domain-containing protein
NLM27_RS27390,NLM27_RS27390_677038_677938,hypothetical protein
NLM27_RS27395,NLM27_RS27395_678672_679206,IS110 family transposase
NLM27_RS27400,NLM27_RS27400_679404_680139,hypothetical protein
NLM27_RS27405,NLM27_RS27405_680727_681390,hypothetical protein
NLM27_RS27410,NLM27_RS27410_682180_682321,hypothetical protein
NLM27_RS27415,NLM27_RS27415_682585_682750,cbb3-type cytochrome oxidase assembly protein CcoS
NLM27_RS27420,NLM27_RS27420_682749_684942,copper-translocating P-type ATPase
NLM27_RS27425,NLM27_RS27425_684954_685452,FixH family protein
NLM27_RS27430,NLM27_RS27430_685471_686935,cytochrome c oxidase accessory protein CcoG
NLM27_RS27435,NLM27_RS27435_687034_687907,"cytochrome-c oxidase, cbb3-type subunit III"
NLM27_RS27440,NLM27_RS27440_687899_688079,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone
NLM27_RS27445,NLM27_RS27445_688103_688838,"cytochrome-c oxidase, cbb3-type subunit II"
NLM27_RS27450,NLM27_RS27450_688849_690499,"cytochrome-c oxidase, cbb3-type subunit I"
NLM27_RS27455,NLM27_RS27455_690610_690940,hypothetical protein
NLM27_RS27460,NLM27_RS27460_691022_692327,oxygen-independent coproporphyrinogen III oxidase
NLM27_RS27465,NLM27_RS27465_692407_692548,hypothetical protein
NLM27_RS27470,NLM27_RS27470_693048_693249,hypothetical protein
NLM27_RS27475,NLM27_RS27475_694052_694460,ferritin-like domain-containing protein
NLM27_RS27480,NLM27_RS27480_694710_695544,hypothetical protein
NLM27_RS27485,NLM27_RS27485_696007_696280,hypothetical protein
NLM27_RS27490,NLM27_RS27490_697211_699368,hypothetical protein
NLM27_RS27495,NLM27_RS27495_699339_701499,AAA family ATPase
NLM27_RS27500,NLM27_RS27500_702013_703504,DUF4041 domain-containing protein
NLM27_RS27505,NLM27_RS27505_704451_704715,hypothetical protein
NLM27_RS27510,NLM27_RS27510_704827_706459,recombinase family protein
NLM27_RS27520,NLM27_RS27520_706759_707116,hypothetical protein
NLM27_RS27525,NLM27_RS27525_707162_707801,methyltransferase domain-containing protein
NLM27_RS27530,NLM27_RS27530_708037_709219,tRNA 2-thiouridine(34) synthase MnmA
NLM27_RS27535,NLM27_RS27535_709598_711233,flagellar hook-length control protein FliK
NLM27_RS27540,NLM27_RS27540_711246_711960,flagellar biosynthesis protein FlgD
NLM27_RS27545,NLM27_RS27545_712328_712604,DUF1153 domain-containing protein
NLM27_RS27550,NLM27_RS27550_712787_714401,flagellar M-ring protein FliF
NLM25_RS07275,tRNA-Met,
NLM25_RS09155,tRNA-Val,
