Locus_Tag_Gene,Locus_Tag,Product
NLM32_RS07625,NLM32_RS07625_419085_425793,shikimate kinase
NLM32_RS07630,NLM32_RS07630_426793_427566,ISL3 family transposase
NLM32_RS07635,NLM32_RS07635_427675_427870,transposase
NLM32_RS07640,NLM32_RS07640_427933_429505,IS66 family transposase
NLM32_RS07645,NLM32_RS07645_429619_429973,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS07650,NLM32_RS07650_430197_430320,transposase
NLM32_RS07655,NLM32_RS07655_430933_431899,"murein L,D-transpeptidase catalytic domain family protein"
NLM32_RS07660,NLM32_RS07660_431934_433140,zinc metallochaperone GTPase ZigA
NLM32_RS07665,NLM32_RS07665_433272_433522,segregation and condensation protein B
NLM32_RS07670,NLM32_RS07670_433922_434024,transposase
NLM32_RS07675,NLM32_RS07675_434228_434888,hypothetical protein
NLM32_RS07680,NLM32_RS07680_435202_436087,IS1380 family transposase
NLM32_RS07685,NLM32_RS07685_436643_437501,host specificity protein
NLM32_RS07690,NLM32_RS07690_439256_439427,hypothetical protein
NLM32_RS07695,NLM32_RS07695_440768_443426,PAS domain S-box protein
NLM32_RS07700,NLM32_RS07700_443610_445413,HrpF/NolX family T3SS translocon protein
NLM32_RS07705,NLM32_RS07705_446068_446260,hypothetical protein
NLM32_RS07710,NLM32_RS07710_446330_446642,hypothetical protein
NLM32_RS07715,NLM32_RS07715_446761_447661,hypothetical protein
NLM32_RS07720,NLM32_RS07720_447697_448246,hypothetical protein
NLM32_RS07725,NLM32_RS07725_448248_448680,histidine kinase
NLM32_RS07730,NLM32_RS07730_448672_450793,type III secretion system export apparatus subunit SctV
NLM32_RS07735,NLM32_RS07735_451741_452314,IS481 family transposase
NLM32_RS07740,NLM32_RS07740_452433_452634,IS3 family transposase
NLM32_RS07745,NLM32_RS07745_452696_453077,hypothetical protein
NLM32_RS07750,NLM32_RS07750_453472_454267,glycosyl hydrolase
NLM32_RS07755,NLM32_RS07755_455410_455557,hypothetical protein
NLM32_RS07760,NLM32_RS07760_456108_456726,nodulation protein NolW
NLM32_RS07765,NLM32_RS07765_457012_457486,nodulation protein NolB
NLM32_RS07770,NLM32_RS07770_457495_458365,type III secretion inner membrane ring lipoprotein SctJ
NLM32_RS07775,NLM32_RS07775_458379_459012,nodulation protein NolU
NLM32_RS07780,NLM32_RS07780_459008_459632,type III secretion system stator protein SctL
NLM32_RS07785,NLM32_RS07785_459676_460987,type III secretion system ATPase SctN
NLM32_RS07790,NLM32_RS07790_460962_461496,hypothetical protein
NLM32_RS07795,NLM32_RS07795_461495_462617,type III secretion system cytoplasmic ring protein SctQ
NLM32_RS07800,NLM32_RS07800_462609_463275,type III secretion system export apparatus subunit SctR
NLM32_RS07805,NLM32_RS07805_463277_463553,flagellar biosynthetic protein FliQ
NLM32_RS07810,NLM32_RS07810_463564_464386,type III secretion system export apparatus subunit SctT
NLM32_RS07815,NLM32_RS07815_464382_465420,EscU/YscU/HrcU family type III secretion system export apparatus switch protein
NLM32_RS07820,NLM32_RS07820_465464_466127,CpaD family pilus assembly lipoprotein
NLM32_RS07825,NLM32_RS07825_466137_467604,type II and III secretion system protein family protein
NLM32_RS07830,NLM32_RS07830_467632_468322,response regulator
NLM32_RS07835,NLM32_RS07835_468575_468713,hypothetical protein
NLM32_RS07840,NLM32_RS07840_471491_478991,Ulp1 family isopeptidase
NLM32_RS07845,NLM32_RS07845_481116_482601,radical SAM protein
NLM32_RS07850,NLM32_RS07850_483072_484359,HipA domain-containing protein
NLM32_RS07855,NLM32_RS07855_484355_484646,helix-turn-helix domain-containing protein
NLM32_RS07860,NLM32_RS07860_485231_486014,hypothetical protein
NLM32_RS07865,NLM32_RS07865_486385_487033,DUF938 domain-containing protein
NLM32_RS07870,NLM32_RS07870_487093_488982,sulfate adenylyltransferase subunit CysN
NLM32_RS07875,NLM32_RS07875_488981_489915,sulfate adenylyltransferase subunit CysD
NLM32_RS07880,NLM32_RS07880_491463_493140,ABC transporter ATP-binding protein/permease
NLM32_RS07885,NLM32_RS07885_493140_494571,IS701 family transposase
NLM32_RS07890,NLM32_RS07890_494760_495849,IS5 family transposase
NLM32_RS07895,NLM32_RS07895_496552_496693,IS630 family transposase
NLM32_RS07900,NLM32_RS07900_497084_497836,hypothetical protein
NLM32_RS07905,NLM32_RS07905_498381_499647,IS256 family transposase
NLM32_RS07910,NLM32_RS07910_500506_501706,ISL3 family transposase
NLM32_RS07915,NLM32_RS07915_502041_502644,mobile mystery protein B
NLM32_RS07920,NLM32_RS07920_502640_503102,mobile mystery protein A
NLM32_RS07925,NLM32_RS07925_503350_503545,ATP-binding protein
NLM32_RS45750,NLM32_RS45750_503692_503884,DUF2188 domain-containing protein
NLM32_RS07935,NLM32_RS07935_504087_504468,hypothetical protein
NLM32_RS07940,NLM32_RS07940_504451_504787,hypothetical protein
NLM32_RS07945,NLM32_RS07945_505053_506175,IS630 family transposase
NLM32_RS07950,NLM32_RS07950_506215_506473,MarR family transcriptional regulator
NLM32_RS07955,NLM32_RS07955_506564_507893,IS701 family transposase
NLM32_RS07960,NLM32_RS07960_508280_509507,IS91 family transposase
NLM32_RS07965,NLM32_RS07965_509527_510388,tyrosine-type recombinase/integrase
NLM32_RS07970,NLM32_RS07970_510616_511762,IS630 family transposase
NLM32_RS07975,NLM32_RS07975_513056_514829,IS1634 family transposase
NLM32_RS07980,NLM32_RS07980_515365_515650,hypothetical protein
NLM32_RS07985,NLM32_RS07985_515853_516123,hypothetical protein
NLM32_RS07990,NLM32_RS07990_516272_516644,DUF3800 domain-containing protein
NLM32_RS07995,NLM32_RS07995_516912_517365,recombinase family protein
NLM32_RS08000,NLM32_RS08000_517349_517502,recombinase family protein
NLM32_RS08005,NLM32_RS08005_517674_517878,YqaE/Pmp3 family membrane protein
NLM32_RS08010,NLM32_RS08010_518532_519228,hypothetical protein
NLM32_RS08015,NLM32_RS08015_519331_520636,MFS transporter
NLM32_RS08020,NLM32_RS08020_520840_521809,P-type conjugative transfer ATPase TrbB
NLM32_RS08025,NLM32_RS08025_521805_522132,TrbC/VirB2 family protein
NLM32_RS08030,NLM32_RS08030_522131_522392,VirB3 family type IV secretion system protein
NLM32_RS08035,NLM32_RS08035_522400_524839,conjugal transfer protein TrbE
NLM32_RS08040,NLM32_RS08040_524838_525573,P-type conjugative transfer protein TrbJ
NLM32_RS08045,NLM32_RS08045_525572_525950,putative entry exclusion protein TrbK-alt
NLM32_RS08050,NLM32_RS08050_525953_527186,P-type conjugative transfer protein TrbL
NLM32_RS08055,NLM32_RS08055_527267_527951,conjugal transfer protein TrbF
NLM32_RS08060,NLM32_RS08060_527950_528925,P-type conjugative transfer protein TrbG
NLM32_RS08065,NLM32_RS08065_528978_530124,TrbI/VirB10 family protein
NLM32_RS08070,NLM32_RS08070_530125_530365,DUF2274 domain-containing protein
NLM32_RS08075,NLM32_RS08075_530340_531297,LysR substrate-binding domain-containing protein
NLM32_RS08080,NLM32_RS08080_531540_532483,IS630 family transposase
NLM32_RS08085,NLM32_RS08085_532724_533357,acyl-homoserine-lactone synthase
NLM32_RS08090,NLM32_RS08090_533436_534165,autoinducer binding domain-containing protein
NLM32_RS08095,NLM32_RS08095_534747_535544,IS5 family transposase
NLM32_RS08100,NLM32_RS08100_535628_536546,IS110 family transposase
NLM32_RS08105,NLM32_RS08105_536782_537037,transposase
NLM32_RS08110,NLM32_RS08110_537207_538320,alanine dehydrogenase
NLM32_RS08115,NLM32_RS08115_538833_539007,ATP-binding protein
NLM32_RS08120,NLM32_RS08120_539164_540382,tyrosine-type recombinase/integrase
NLM32_RS08125,NLM32_RS08125_540378_541356,tyrosine-type recombinase/integrase
NLM32_RS08130,NLM32_RS08130_541352_542378,tyrosine-type recombinase/integrase
NLM32_RS08135,NLM32_RS08135_542474_542975,ATP-binding protein
NLM32_RS08140,NLM32_RS08140_542986_543769,IS21 family transposase
NLM32_RS08145,NLM32_RS08145_543998_544310,transposase
NLM32_RS08150,NLM32_RS08150_544432_545521,IS110 family transposase
NLM32_RS08155,NLM32_RS08155_545850_546261,transposase
NLM32_RS08160,NLM32_RS08160_546466_547831,MATE family efflux transporter
NLM32_RS08165,NLM32_RS08165_547823_549260,condensation domain-containing protein
NLM32_RS08170,NLM32_RS08170_549641_549995,phage integrase N-terminal SAM-like domain-containing protein
NLM32_RS08175,NLM32_RS08175_549991_550480,tyrosine-type recombinase/integrase
NLM32_RS08180,NLM32_RS08180_550518_551379,IS91 family transposase
NLM32_RS08185,NLM32_RS08185_551449_552678,IS3 family transposase
NLM32_RS08190,NLM32_RS08190_552756_552933,transposase
NLM32_RS08195,NLM32_RS08195_553550_554380,transposase
NLM32_RS08200,NLM32_RS08200_554856_556500,AMP-binding protein
NLM32_RS08205,NLM32_RS08205_557033_557723,hypothetical protein
NLM32_RS08210,NLM32_RS08210_558229_559429,CapA family protein
NLM32_RS08215,NLM32_RS08215_559556_560987,IS701 family transposase
NLM32_RS08220,NLM32_RS08220_560998_561358,transposase
NLM32_RS08225,NLM32_RS08225_561440_563085,IS66 family transposase
NLM32_RS08230,NLM32_RS08230_563183_563534,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08235,NLM32_RS08235_564084_564447,helix-turn-helix domain-containing protein
NLM32_RS08240,NLM32_RS08240_564421_564571,hypothetical protein
NLM32_RS08245,NLM32_RS08245_565081_566341,group II intron reverse transcriptase/maturase
NLM32_RS08250,NLM32_RS08250_566423_566906,IS630 family transposase
NLM32_RS08255,NLM32_RS08255_566967_567369,transposase
NLM32_RS08260,NLM32_RS08260_567769_569053,diaminobutyrate--2-oxoglutarate transaminase
NLM32_RS08265,NLM32_RS08265_569483_569606,transposase
NLM32_RS08270,NLM32_RS08270_569830_570184,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08275,NLM32_RS08275_570298_571870,IS66 family transposase
NLM32_RS08280,NLM32_RS08280_571972_572128,transposase
NLM32_RS08285,NLM32_RS08285_572342_572744,transposase
NLM32_RS08290,NLM32_RS08290_572740_573088,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08295,NLM32_RS08295_573134_574787,IS66 family transposase
NLM32_RS08300,NLM32_RS08300_574911_575172,transposase
NLM32_RS08305,NLM32_RS08305_575174_576563,IS110 family transposase
NLM32_RS08310,NLM32_RS08310_576821_577205,IS3 family transposase
NLM32_RS08315,NLM32_RS08315_577884_579321,IS701 family transposase
NLM32_RS08320,NLM32_RS08320_580009_580654,reverse transcriptase domain-containing protein
NLM32_RS08325,NLM32_RS08325_580742_581671,IS701 family transposase
NLM32_RS08330,NLM32_RS08330_581727_582174,IS110 family transposase
NLM32_RS08335,NLM32_RS08335_582256_582655,transposase
NLM32_RS08340,NLM32_RS08340_582635_582989,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08345,NLM32_RS08345_583114_584689,IS66 family transposase
NLM32_RS08350,NLM32_RS08350_584780_585515,IS110 family transposase
NLM32_RS08355,NLM32_RS08355_585844_586243,transposase
NLM32_RS08360,NLM32_RS08360_586379_586523,hypothetical protein
NLM32_RS08365,NLM32_RS08365_586616_587789,IS66 family transposase
NLM32_RS08370,NLM32_RS08370_587785_588187,transposase
NLM32_RS08375,NLM32_RS08375_588255_588609,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08380,NLM32_RS08380_589223_589328,hypothetical protein
NLM32_RS08385,NLM32_RS08385_589381_590272,hypothetical protein
NLM32_RS08390,NLM32_RS08390_590243_590657,hypothetical protein
NLM32_RS08395,NLM32_RS08395_590897_591362,IS200/IS605 family transposase
NLM32_RS08400,NLM32_RS08400_591452_591689,hypothetical protein
NLM32_RS08405,NLM32_RS08405_592064_592242,transposase
NLM32_RS08410,NLM32_RS08410_592702_593101,transposase
NLM32_RS08415,NLM32_RS08415_593430_594066,transposase
NLM32_RS08420,NLM32_RS08420_594033_594912,transposase
NLM32_RS08425,NLM32_RS08425_594968_596405,IS701 family transposase
NLM32_RS08430,NLM32_RS08430_596764_597565,hypothetical protein
NLM32_RS08435,NLM32_RS08435_597782_599054,ISL3 family transposase
NLM32_RS08440,NLM32_RS08440_599066_599540,transposase
NLM32_RS08445,NLM32_RS08445_599696_600047,hypothetical protein
NLM32_RS08450,NLM32_RS08450_600616_602554,aconitase family protein
NLM32_RS08455,NLM32_RS08455_602832_603759,LysR substrate-binding domain-containing protein
NLM32_RS08460,NLM32_RS08460_603974_605150,2-isopropylmalate synthase
NLM32_RS08465,NLM32_RS08465_606303_607911,methylcrotonoyl-CoA carboxylase
NLM32_RS08470,NLM32_RS08470_607943_609929,ATP-grasp domain-containing protein
NLM32_RS08475,NLM32_RS08475_610173_610428,IS5/IS1182 family transposase
NLM32_RS08480,NLM32_RS08480_610571_610664,hypothetical protein
NLM32_RS08485,NLM32_RS08485_610795_612148,CapA family protein
NLM32_RS08490,NLM32_RS08490_612561_613800,FAD-binding oxidoreductase
NLM32_RS08495,NLM32_RS08495_614400_615373,IS3 family transposase
NLM32_RS08500,NLM32_RS08500_616349_616634,group II intron reverse transcriptase/maturase
NLM32_RS08505,NLM32_RS08505_616685_616778,transposase
NLM32_RS08510,NLM32_RS08510_616897_618040,saccharopine dehydrogenase family protein
NLM32_RS08515,NLM32_RS08515_618142_618574,Lrp/AsnC ligand binding domain-containing protein
NLM32_RS08520,NLM32_RS08520_618700_619102,transposase
NLM32_RS08525,NLM32_RS08525_619098_619446,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08530,NLM32_RS08530_619492_621145,IS66 family transposase
NLM32_RS08535,NLM32_RS08535_622024_623368,NtaA/DmoA family FMN-dependent monooxygenase
NLM32_RS08540,NLM32_RS08540_623566_624009,IS5 family transposase
NLM32_RS08545,NLM32_RS08545_624104_624619,helix-turn-helix domain-containing protein
NLM32_RS08550,NLM32_RS08550_624697_625096,transposase
NLM32_RS08555,NLM32_RS08555_625076_625430,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08560,NLM32_RS08560_625555_627130,IS66 family transposase
NLM32_RS08565,NLM32_RS08565_627228_627354,IS3 family transposase
NLM32_RS08570,NLM32_RS08570_627609_627801,transposase
NLM32_RS08575,NLM32_RS08575_628305_628986,hypothetical protein
NLM32_RS08580,NLM32_RS08580_629113_630112,zinc-binding dehydrogenase
NLM32_RS08585,NLM32_RS08585_631228_632164,isocitrate lyase/phosphoenolpyruvate mutase family protein
NLM32_RS08590,NLM32_RS08590_632536_633742,IS91 family transposase
NLM32_RS08595,NLM32_RS08595_633753_634590,site-specific integrase
NLM32_RS08600,NLM32_RS08600_634745_634901,integrase core domain-containing protein
NLM32_RS08605,NLM32_RS08605_634961_635687,reverse transcriptase domain-containing protein
NLM32_RS08610,NLM32_RS08610_636478_637385,IS66 family transposase
NLM32_RS08615,NLM32_RS08615_637632_638861,IS3 family transposase
NLM32_RS08620,NLM32_RS08620_639557_640736,M24 family metallopeptidase
NLM32_RS08625,NLM32_RS08625_641156_642425,FAD-dependent oxidoreductase
NLM32_RS08630,NLM32_RS08630_642514_643429,LysR family transcriptional regulator
NLM32_RS08635,NLM32_RS08635_643767_645115,DUF1338 family protein
NLM32_RS08640,NLM32_RS08640_645129_646686,aldehyde dehydrogenase family protein
NLM32_RS08645,NLM32_RS08645_646694_648248,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM32_RS08650,NLM32_RS08650_648442_650164,IS1634 family transposase
NLM32_RS08655,NLM32_RS08655_650488_651577,IS110 family transposase
NLM32_RS08660,NLM32_RS08660_651833_652016,hypothetical protein
NLM32_RS08665,NLM32_RS08665_652441_653857,amidohydrolase
NLM32_RS08670,NLM32_RS08670_654785_655079,SOS response transcriptional repressor
NLM32_RS08675,NLM32_RS08675_655116_656280,IS630 family transposase
NLM32_RS08680,NLM32_RS08680_656792_658055,group II intron reverse transcriptase/maturase
NLM32_RS08685,NLM32_RS08685_658330_659776,FAD-binding protein
NLM32_RS08690,NLM32_RS08690_659823_661032,CoA transferase
NLM32_RS08695,NLM32_RS08695_661047_662709,acyl-CoA dehydrogenase family protein
NLM32_RS08700,NLM32_RS08700_662763_665538,2-oxoglutarate dehydrogenase E1 component
NLM32_RS08705,NLM32_RS08705_665619_666414,helix-turn-helix domain-containing protein
NLM32_RS08710,NLM32_RS08710_667570_668036,transposase
NLM32_RS08715,NLM32_RS08715_668564_669824,group II intron reverse transcriptase/maturase
NLM32_RS08720,NLM32_RS08720_669987_670194,hypothetical protein
NLM32_RS08725,NLM32_RS08725_670206_670995,IS21-like element helper ATPase IstB
NLM32_RS08730,NLM32_RS08730_670969_671905,hypothetical protein
NLM32_RS08735,NLM32_RS08735_672013_673018,tyrosine-type recombinase/integrase
NLM32_RS45755,NLM32_RS45755_673014_673641,tyrosine-type recombinase/integrase
NLM32_RS08745,NLM32_RS08745_674003_675275,tyrosine-type recombinase/integrase
NLM32_RS08750,NLM32_RS08750_675337_675976,hypothetical protein
NLM32_RS08755,NLM32_RS08755_676824_677310,IS630 family transposase
NLM32_RS45760,NLM32_RS45760_677510_677933,transposase
NLM32_RS08765,NLM32_RS08765_677929_678286,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08770,NLM32_RS08770_678336_679887,IS66 family transposase
NLM32_RS08775,NLM32_RS08775_679928_680528,UPF0149 family protein
NLM32_RS08780,NLM32_RS08780_681669_682734,MFS transporter
NLM32_RS08785,NLM32_RS08785_682890_684234,IS1380 family transposase
NLM32_RS08790,NLM32_RS08790_684356_684968,MFS transporter
NLM32_RS08795,NLM32_RS08795_685774_686221,transposase
NLM32_RS08800,NLM32_RS08800_686201_686555,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08805,NLM32_RS08805_686680_688267,IS66 family transposase
NLM32_RS08810,NLM32_RS08810_688499_688850,hypothetical protein
NLM32_RS08815,NLM32_RS08815_688972_689284,transposase
NLM32_RS08820,NLM32_RS08820_689373_690499,IS3 family transposase
NLM32_RS08825,NLM32_RS08825_690786_692431,IS66 family transposase
NLM32_RS08830,NLM32_RS08830_692529_692883,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08835,NLM32_RS08835_692879_693281,transposase
NLM32_RS08840,NLM32_RS08840_693356_694180,IS3 family transposase
NLM32_RS08845,NLM32_RS08845_694269_695965,MFS transporter
NLM32_RS08850,NLM32_RS08850_696573_697050,Lrp/AsnC ligand binding domain-containing protein
NLM32_RS08855,NLM32_RS08855_697206_698721,aldehyde dehydrogenase family protein
NLM32_RS08860,NLM32_RS08860_698732_700133,aminotransferase
NLM32_RS08865,NLM32_RS08865_700305_701349,molybdopterin-guanine dinucleotide biosynthesis protein B
NLM32_RS08870,NLM32_RS08870_701500_701983,MarR family transcriptional regulator
NLM32_RS08875,NLM32_RS08875_702460_703996,porin
NLM32_RS08880,NLM32_RS08880_704634_705111,Lrp/AsnC ligand binding domain-containing protein
NLM32_RS08885,NLM32_RS08885_705657_706155,hypothetical protein
NLM32_RS08890,NLM32_RS08890_706370_706580,hypothetical protein
NLM32_RS08895,NLM32_RS08895_706576_707581,tyrosine-type recombinase/integrase
NLM32_RS08900,NLM32_RS08900_707791_707917,IS66 family transposase
NLM32_RS08905,NLM32_RS08905_707912_708077,IS66 family transposase
NLM32_RS08910,NLM32_RS08910_708146_708206,hypothetical protein
NLM32_RS08915,NLM32_RS08915_708278_708608,hypothetical protein
NLM32_RS08920,NLM32_RS08920_708637_708984,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08925,NLM32_RS08925_710192_710633,transposase
NLM32_RS08930,NLM32_RS08930_710613_710967,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08935,NLM32_RS08935_711732_712908,group II intron reverse transcriptase/maturase
NLM32_RS08940,NLM32_RS08940_713058_714666,IS66 family transposase
NLM32_RS08945,NLM32_RS08945_715057_715681,hypothetical protein
NLM32_RS08950,NLM32_RS08950_715798_717247,amidase family protein
NLM32_RS08955,NLM32_RS08955_717469_718753,group II intron reverse transcriptase/maturase
NLM32_RS08960,NLM32_RS08960_719432_720293,tyrosine-type recombinase/integrase
NLM32_RS08965,NLM32_RS08965_720299_720644,transposase zinc-binding domain-containing protein
NLM32_RS08970,NLM32_RS08970_720717_721119,transposase
NLM32_RS08975,NLM32_RS08975_721115_721469,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS08980,NLM32_RS08980_721558_723083,IS66 family transposase
NLM32_RS08985,NLM32_RS08985_723207_724383,M24 family metallopeptidase
NLM32_RS08990,NLM32_RS08990_724724_725036,IS5/IS1182 family transposase
NLM32_RS08995,NLM32_RS08995_725040_725168,amino acid dehydrogenase
NLM32_RS09000,NLM32_RS09000_725887_727555,ABC transporter substrate-binding protein
NLM32_RS09005,NLM32_RS09005_727599_728553,ABC transporter permease subunit
NLM32_RS09010,NLM32_RS09010_728549_729407,ABC transporter permease subunit
NLM32_RS09015,NLM32_RS09015_729399_731538,dipeptide ABC transporter ATP-binding protein
NLM32_RS09020,NLM32_RS09020_732356_733628,ISL3 family transposase
NLM32_RS09025,NLM32_RS09025_734340_735534,M24 family metallopeptidase
NLM32_RS09030,NLM32_RS09030_735573_736770,acyl-CoA/acyl-ACP dehydrogenase
NLM32_RS09035,NLM32_RS09035_736762_738274,AMP-binding protein
NLM32_RS09040,NLM32_RS09040_738270_739152,amidohydrolase family protein
NLM32_RS09045,NLM32_RS09045_739277_739991,hypothetical protein
NLM32_RS09050,NLM32_RS09050_740368_740599,IS5/IS1182 family transposase
NLM32_RS45765,NLM32_RS45765_740756_741137,transposase
NLM32_RS09060,NLM32_RS09060_741388_742514,IS3 family transposase
NLM32_RS09065,NLM32_RS09065_742601_742847,IS66 family insertion sequence element accessory protein TnpB
NLM32_RS09070,NLM32_RS09070_742991_744527,IS66 family transposase
NLM32_RS09075,NLM32_RS09075_744527_744965,hypothetical protein
NLM32_RS09080,NLM32_RS09080_745101_746274,IS110 family transposase
NLM32_RS09085,NLM32_RS09085_746874_748140,IS256 family transposase
NLM32_RS09090,NLM32_RS09090_748173_748692,helix-turn-helix domain-containing protein
NLM32_RS09095,NLM32_RS09095_748730_749012,MarR family transcriptional regulator
NLM32_RS09100,NLM32_RS09100_749039_750161,IS630 family transposase
NLM32_RS09105,NLM32_RS09105_750201_750459,MarR family transcriptional regulator
NLM32_RS09110,NLM32_RS09110_750585_751761,amidohydrolase
NLM32_RS09115,NLM32_RS09115_752257_752491,4-hydroxybutyrate CoA-transferase
NLM32_RS09120,NLM32_RS09120_752497_754051,AMP-binding protein
NLM32_RS09125,NLM32_RS09125_754082_755249,acyl-CoA dehydrogenase family protein
NLM32_RS09130,NLM32_RS09130_755279_756569,TRAP transporter large permease subunit
NLM32_RS09135,NLM32_RS09135_756581_757103,TRAP transporter small permease
NLM32_RS09140,NLM32_RS09140_757163_758189,TRAP transporter substrate-binding protein DctP
NLM32_RS09145,NLM32_RS09145_758415_759618,CoA transferase
NLM32_RS09150,NLM32_RS09150_759663_760116,MaoC family dehydratase
NLM32_RS09155,NLM32_RS09155_760115_760967,aldolase/citrate lyase family protein
NLM32_RS09160,NLM32_RS09160_760988_761726,helix-turn-helix domain-containing protein
NLM32_RS09165,NLM32_RS09165_762320_762608,hypothetical protein
NLM32_RS09170,NLM32_RS09170_762760_763171,transposase
NLM32_RS09175,NLM32_RS09175_763500_764589,IS110 family transposase
NLM32_RS09180,NLM32_RS09180_764711_765532,IS701 family transposase
NLM32_RS09185,NLM32_RS09185_765750_766680,IS701 family transposase
NLM32_RS09190,NLM32_RS09190_766814_767903,IS110 family transposase
NLM32_RS09195,NLM32_RS09195_768232_768631,transposase
NLM32_RS09200,NLM32_RS09200_769080_769965,ABC transporter permease subunit
NLM32_RS09205,NLM32_RS09205_769954_770755,ABC transporter permease subunit
NLM32_RS09210,NLM32_RS09210_770762_771842,ATP-binding cassette domain-containing protein
NLM32_RS09215,NLM32_RS09215_771941_772994,extracellular solute-binding protein
NLM32_RS09220,NLM32_RS09220_773235_773993,IS256 family transposase
NLM32_RS09225,NLM32_RS09225_774242_774461,hypothetical protein
NLM32_RS09230,NLM32_RS09230_774457_775237,IS21-like element helper ATPase IstB
NLM32_RS09235,NLM32_RS09235_775226_776153,hypothetical protein
NLM32_RS09240,NLM32_RS09240_776261_777266,tyrosine-type recombinase/integrase
NLM32_RS45770,NLM32_RS45770_777262_777889,tyrosine-type recombinase/integrase
NLM32_RS09250,NLM32_RS09250_778251_779523,tyrosine-type recombinase/integrase
NLM32_RS09255,NLM32_RS09255_779810_781883,recombinase family protein
NLM32_RS09260,NLM32_RS09260_782216_782741,helix-turn-helix domain-containing protein
NLM32_RS09265,NLM32_RS09265_782939_783263,Y4bD/Y4pK family protein
NLM32_RS09270,NLM32_RS09270_783256_784033,transposase
NLM32_RS09275,NLM32_RS09275_784049_784811,IS21-like element helper ATPase IstB
NLM32_RS09280,NLM32_RS09280_784910_785480,IS630 family transposase
NLM32_RS09285,NLM32_RS09285_786888_788115,IS91 family transposase
NLM32_RS09290,NLM32_RS09290_788153_788642,tyrosine-type recombinase/integrase
NLM32_RS09295,NLM32_RS09295_788638_788992,phage integrase N-terminal SAM-like domain-containing protein
NLM32_RS09300,NLM32_RS09300_789712_790951,group II intron reverse transcriptase/maturase
NLM32_RS09305,NLM32_RS09305_791369_792806,IS701 family transposase
NLM32_RS09310,NLM32_RS09310_793211_793448,hypothetical protein
NLM32_RS09315,NLM32_RS09315_793880_794645,autoinducer binding domain-containing protein
NLM32_RS09320,NLM32_RS09320_794848_795974,IS3 family transposase
NLM32_RS09325,NLM32_RS09325_796351_797092,outer membrane beta-barrel protein
NLM32_RS09330,NLM32_RS09330_797132_797555,hypothetical protein
NLM32_RS09335,NLM32_RS09335_798751_799522,prolyl oligopeptidase family serine peptidase
NLM32_RS09340,NLM32_RS09340_801361_801559,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM32_RS09345,NLM32_RS09345_801759_803349,class I tRNA ligase family protein
NLM32_RS09350,NLM32_RS09350_803350_803644,cupin domain-containing protein
NLM32_RS09355,NLM32_RS09355_803973_804126,hypothetical protein
NLM32_RS09360,NLM32_RS09360_804110_804464,lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein
NLM32_RS09365,NLM32_RS09365_804857_805442,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
NLM32_RS09370,NLM32_RS09370_805438_806833,aminodeoxychorismate synthase component I
NLM32_RS09375,NLM32_RS09375_806940_807276,Dabb family protein
NLM32_RS09380,NLM32_RS09380_807425_808058,FCD domain-containing protein
NLM32_RS09385,NLM32_RS09385_808171_809167,biotin synthase BioB
NLM32_RS09390,NLM32_RS09390_809218_809572,aspartate 1-decarboxylase
NLM32_RS09395,NLM32_RS09395_809653_810799,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
NLM32_RS09400,NLM32_RS09400_810805_811450,dethiobiotin synthase
NLM32_RS09405,NLM32_RS09405_811436_812720,adenosylmethionine--8-amino-7-oxononanoate transaminase
NLM32_RS09410,NLM32_RS09410_813111_813327,IS5/IS1182 family transposase
NLM32_RS09415,NLM32_RS09415_813483_813780,hypothetical protein
NLM32_RS09420,NLM32_RS09420_814077_815661,Fic family protein
NLM32_RS09425,NLM32_RS09425_816407_816776,hypothetical protein
NLM32_RS09430,NLM32_RS09430_816814_818395,Fic family protein
NLM32_RS09435,NLM32_RS09435_818849_819098,hypothetical protein
NLM32_RS09440,NLM32_RS09440_819128_819422,hypothetical protein
NLM32_RS09445,NLM32_RS09445_819437_819668,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM32_RS09450,NLM32_RS09450_819675_820125,nucleotidyl transferase AbiEii/AbiGii toxin family protein
NLM32_RS09455,NLM32_RS09455_820135_821152,IS1595 family transposase
NLM32_RS09460,NLM32_RS09460_821222_821402,hypothetical protein
