Locus_Tag_Gene,Locus_Tag,Product
NLM25_RS09060,NLM25_RS09060_423039_423600,S8 family serine peptidase
NLM25_RS09065,NLM25_RS09065_423651_424218,hypothetical protein
NLM25_RS43880,NLM25_RS43880_424317_424446,hypothetical protein
NLM25_RS09070,NLM25_RS09070_425644_426175,VirK family protein
NLM25_RS09075,NLM25_RS09075_427827_428142,transposase
NLM25_RS09080,NLM25_RS09080_428779_429166,response regulator
NLM25_RS09085,NLM25_RS09085_429254_429926,response regulator
NLM25_RS09090,NLM25_RS09090_431653_433087,MATE family efflux transporter
NLM25_RS09095,NLM25_RS09095_433814_434105,transposase
NLM25_RS09100,NLM25_RS09100_434251_434449,IS66 family insertion sequence element accessory protein TnpB
NLM25_RS09105,NLM25_RS09105_434934_435168,IS66 family transposase zinc-finger binding domain-containing protein
NLM25_RS09110,NLM25_RS09110_435229_435454,IS66 family transposase
NLM25_RS09120,NLM25_RS09120_436227_437991,oleate hydratase
NLM25_RS09125,NLM25_RS09125_438023_438785,glucose 1-dehydrogenase
NLM25_RS09130,NLM25_RS09130_439426_440185,acetoacetate decarboxylase family protein
NLM25_RS09135,NLM25_RS09135_442272_443472,ABC transporter substrate-binding protein
NLM25_RS09140,NLM25_RS09140_445124_445934,IS5 family transposase
NLM25_RS09145,NLM25_RS09145_446070_446274,hypothetical protein
NLM25_RS09150,NLM25_RS09150_446537_446813,hypothetical protein
NLM25_RS09160,NLM25_RS09160_447717_449010,hypothetical protein
NLM25_RS09165,NLM25_RS09165_449129_449735,EipA family protein
NLM25_RS09170,NLM25_RS09170_449874_450360,hypothetical protein
NLM25_RS09175,NLM25_RS09175_450368_451199,"3'(2'),5'-bisphosphate nucleotidase CysQ"
NLM25_RS09180,NLM25_RS09180_451370_452024,histidine phosphotransferase family protein
NLM25_RS09185,NLM25_RS09185_452219_454994,chemotaxis protein CheW
NLM25_RS07275,tRNA-Met,
NLM25_RS09155,tRNA-Val,
