Locus_Tag_Gene,Locus_Tag,Product
NLM15_RS08680,NLM15_RS08680_422954_423503,S8 family serine peptidase
NLM15_RS08685,NLM15_RS08685_423568_424138,hypothetical protein
NLM15_RS08690,NLM15_RS08690_425563_426094,VirK family protein
NLM15_RS08695,NLM15_RS08695_427745_428060,transposase
NLM15_RS08700,NLM15_RS08700_428697_429084,response regulator
NLM15_RS08705,NLM15_RS08705_429172_429844,response regulator
NLM15_RS08710,NLM15_RS08710_431577_433011,MATE family efflux transporter
NLM15_RS08715,NLM15_RS08715_433934_434225,transposase
NLM15_RS08720,NLM15_RS08720_434679_435627,transposase
NLM15_RS08725,NLM15_RS08725_435568_435949,IS66 family transposase
NLM15_RS08730,NLM15_RS08730_436345_438109,oleate hydratase
NLM15_RS08735,NLM15_RS08735_438141_438903,glucose 1-dehydrogenase
NLM15_RS08740,NLM15_RS08740_439544_440303,acetoacetate decarboxylase family protein
NLM15_RS08745,NLM15_RS08745_442393_443623,ABC transporter substrate-binding protein
NLM15_RS08750,NLM15_RS08750_445536_446347,IS5 family transposase
NLM15_RS08755,NLM15_RS08755_446483_446687,hypothetical protein
NLM15_RS08760,NLM15_RS08760_446949_447225,hypothetical protein
NLM15_RS08770,NLM15_RS08770_448136_449429,hypothetical protein
NLM15_RS08775,NLM15_RS08775_449548_450154,EipA family protein
NLM15_RS08780,NLM15_RS08780_450293_450779,hypothetical protein
NLM15_RS08785,NLM15_RS08785_450804_451635,"3'(2'),5'-bisphosphate nucleotidase CysQ"
NLM25_RS07275,tRNA-Met,
NLM25_RS09155,tRNA-Val,
